"CD","PER","FOL","ENT","CON","V_SEL","N_HOG","H_MUD","N_REN","P1_1","P1_2","P1_3","P1_4","P1_5","P2_1","P2_2","P2_3","P2_4","P2_5","P3_1_1","P3_1_2","P3_1_3","P3_1_4","P3_1_5","P3_1_6","P3_1_7","P3_1_8","P3_1_8ES","P3_1_9","P3_2_1","P3_2_2","P3_2_3","P3_2_4","P3_2_5","P3_2_6","P3_2_7","P3_2_8","P3_2_8ES","P3_2_9","P3_3_1","P3_3_2","P3_3_3","P3_3_4","P3_3_5","P3_3_6","P3_3_7","P3_3_8","P3_3_8ES","P3_3_9","P3_4_1","P3_4_2","P3_4_3","P3_4_4","P3_4_5","P3_4_6","P3_4_7","P3_4_8","P3_4_8ES","P3_4_9","P3_5_1","P3_5_2","P3_5_3","P3_5_4","P3_5_5","P3_5_6","P3_5_7","P3_5_8","P3_5_8ES","P3_5_9","P4_1","P4_2","P4_3","P4_4","P4_5","P5_1","P5_2","P5_3","P5_4","P5_5","P6_1","P6_2","P6_3","P6_4","P6_5","P7","P8_1","P8_2","P8_3","P8_4","P8_5","P9","P10","P11_1","P11_2","P11_3","P11_4","P11_5","FACTOR","EDAD","SEXO","NIVEL","ANIO"
"01","0916","12B143","09","40543","2","1","1","01",2,0,2,0,7,1,1,1,1,1,2,1,1,2,2,2,1,2,,2,2,2,1,1,2,2,2,2,,2,2,2,1,2,1,2,1,2,,2,2,1,1,2,2,2,1,2,,2,2,1,1,2,2,2,1,2,,2,350,300,150,250,45,3,3,3,3,2,1,1,1,2,2,1,2,1,1,2,1,3,1,1,2,2,1,1,18472,"42","2","08","2"
"01","0916","11B143","09","40546","2","1","0","02",2,0,0,2,4,1,1,1,1,1,2,1,2,1,2,2,1,2,,2,2,2,2,2,2,1,1,2,,2,2,2,2,1,1,2,2,2,,2,2,2,2,2,1,2,1,2,,2,2,2,2,1,2,2,2,2,,2,350,150,200,200,70,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,3,1,1,1,1,1,1,18497,"49","1","07","5"
"01","0916","11B143","09","40546","4","1","0","03",0,0,0,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,,2,1,1,2,2,2,1,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,1,2,1,2,2,2,2,,2,250,150,100,100,50,3,2,2,3,3,2,2,2,2,2,1,2,2,2,2,2,5,1,2,2,2,2,2,15086,"64","2","03","3"
"01","0916","11B143","09","40546","3","1","0","02",0,2,0,1,3,1,1,1,1,1,2,2,2,2,2,2,1,2,,2,2,2,2,2,2,2,1,2,,2,2,2,2,2,2,2,1,2,,2,2,2,2,2,2,2,1,2,,2,2,2,2,1,2,2,1,2,,2,350,200,250,200,70,1,2,2,1,2,2,2,2,2,1,1,1,1,1,2,1,3,1,2,2,2,1,1,16742,"25","1","07","3"
"01","0916","11B143","09","40546","1","1","0","01",0,1,0,0,5,1,1,2,1,1,2,2,2,1,2,2,1,2,,2,2,2,1,1,2,2,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,1,2,2,1,2,,2,2,2,2,2,2,2,1,2,,2,150,100,100,150,65,3,3,3,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,16742,"34","1","04","3"
"01","0916","12B143","09","40549","3","1","0","01",0,0,0,0,0,1,1,2,1,1,2,1,2,2,2,1,2,2,,2,2,1,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,,1,2,1,2,2,2,2,2,2,,2,2,1,2,2,2,1,2,2,,2,130,100,40,50,30,3,3,3,3,2,2,2,2,2,2,1,1,1,2,2,2,5,1,2,1,1,1,1,18085,"61","2","02","6"
"01","0916","12B143","09","40549","4","1","0","01",0,0,0,0,6,1,1,2,1,1,2,1,2,2,2,2,1,2,,2,2,1,2,2,2,1,2,2,,2,2,2,2,2,2,2,2,2,,1,1,2,2,2,2,2,2,2,,2,2,1,2,2,2,2,1,2,,2,200,100,40,0,45,3,3,3,3,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,20915,"45","2","02","6"
"01","0916","12B143","09","40549","1","1","0","02",0,0,0,0,0,1,2,2,2,1,2,2,2,2,2,1,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,1,2,2,,2,50,0,0,0,20,3,4,4,4,3,2,2,2,2,2,1,2,2,2,2,2,5,1,2,2,2,1,2,17960,"69","2","06","2"
"01","0916","12B143","09","40550","1","1","0","01",0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,2,2,2,,1,2,1,1,2,1,1,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,1,2,2,1,2,2,2,,2,100,200,50,50,100,3,2,3,3,2,2,1,2,2,2,1,2,2,2,2,2,5,2,0,0,0,0,0,36084,"52","1","03","2"
"01","0916","12B143","09","40550","4","1","0","02",2,2,0,1,4,1,1,1,1,1,1,1,2,2,1,2,1,2,,2,2,1,1,2,1,2,2,2,,2,1,2,1,2,2,2,2,2,,2,2,2,2,2,1,2,1,2,,2,1,1,2,2,2,2,1,2,,2,200,250,150,200,200,2,1,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,2,1,1,1,32321,"40","2","07","4"
"01","0916","12B143","09","40550","3","1","0","01",2,2,0,0,4,1,1,1,1,1,2,1,2,2,1,2,1,2,,2,1,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,,1,1,2,2,2,1,2,2,2,,2,2,1,2,2,1,2,1,2,,2,250,1000,200,200,200,2,1,3,2,2,1,2,2,2,1,1,1,2,2,2,1,5,1,1,2,1,1,2,32321,"39","2","07","4"
"01","0916","12B143","09","40550","2","1","0","01",0,0,0,0,1,1,1,2,1,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,1,2,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,1,2,2,1,2,2,2,,2,200,300,200,100,100,2,2,3,3,2,1,2,2,2,2,1,1,2,1,2,2,5,1,1,2,2,1,1,29430,"61","2","06","3"
"01","0916","11B143","09","40551","4","1","0","03",2,3,0,3,5,1,1,1,1,1,1,2,2,2,2,2,1,2,,2,2,2,2,2,1,2,1,2,,2,2,2,1,2,2,2,1,2,,2,1,2,2,2,2,2,1,2,,2,2,2,2,1,2,2,1,2,,2,200,350,150,100,80,2,2,2,2,2,9,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1,19683,"37","1","07","5"
"01","0916","11A157","09","40584","3","1","0","02",0,0,0,0,0,1,1,2,2,1,2,2,2,2,1,2,2,2,,2,1,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,1,2,2,2,2,2,2,2,,2,350,250,200,100,50,2,1,3,2,3,2,2,2,2,2,1,2,2,2,2,1,5,1,2,2,2,1,2,13939,"69","2","02","6"
"01","0916","11A157","09","40584","4","1","0","01",0,0,0,0,2,1,1,2,1,1,2,2,2,1,2,2,2,2,,2,2,2,2,2,2,1,1,2,,2,2,2,2,2,2,2,2,2,,1,1,2,2,2,2,2,1,2,,2,1,2,2,2,2,2,1,2,,2,150,150,150,180,65,1,2,3,3,2,2,2,2,2,2,1,2,1,1,1,1,5,1,2,2,2,1,2,16232,"51","2","03","3"
"01","0916","11A157","09","40584","2","1","0","01",0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,1,2,,2,2,2,2,2,2,2,1,2,,2,2,2,2,2,2,2,1,2,,2,2,2,2,2,2,2,1,2,,2,2,2,2,1,2,2,1,2,,2,250,200,150,150,50,2,2,3,2,3,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,17209,"51","1","04","3"
"01","0916","11A157","09","40584","1","1","0","01",0,0,0,0,2,1,1,1,1,1,2,2,2,2,2,2,1,2,,2,1,2,2,2,2,2,2,2,,2,1,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,1,2,,2,2,2,2,2,2,2,1,2,,2,100,100,100,100,50,3,3,3,3,3,2,2,2,2,2,1,2,2,2,2,2,5,1,2,2,2,2,1,17209,"46","1","04","3"
"01","0916","12A157","09","40586","2","1","1","02",0,0,0,0,0,1,1,2,2,1,1,2,2,2,2,2,2,2,,2,2,1,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,1,2,2,2,2,,2,200,180,150,150,50,3,3,3,3,2,2,2,2,2,1,1,2,1,1,1,1,5,1,2,2,2,1,2,17994,"42","2","03","3"
"01","0916","12A157","09","40586","4","1","1","01",0,1,0,0,1,2,1,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,1,2,1,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,1,2,2,2,2,,2,180,150,150,180,45,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,3,1,2,2,2,1,2,16384,"59","2","02","6"
"01","0916","12A157","09","40586","1","1","0","01",0,0,0,0,5,1,1,1,2,1,2,1,2,2,1,2,2,2,,2,1,2,1,2,2,2,2,2,,2,2,2,2,2,1,2,2,2,,2,2,2,2,2,2,2,2,2,,1,1,2,2,1,2,2,2,2,,2,400,200,200,200,60,2,3,2,3,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,18966,"38","1","03","3"
"01","0916","12A157","09","40586","3","1","1","04",0,1,0,0,3,1,1,2,2,1,2,2,2,1,2,2,2,2,,2,2,2,2,1,1,2,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,1,1,2,1,2,,2,200,100,100,100,60,2,2,3,2,2,2,1,1,2,1,1,2,1,1,1,1,5,2,0,0,0,0,0,26039,"20","1","03","3"
"01","0916","11B143","09","40599","3","1","0","01",0,2,0,3,5,1,1,1,1,1,2,2,2,1,1,2,1,2,,2,2,2,1,2,2,2,1,2,,2,2,2,2,2,1,2,1,2,,2,2,2,1,2,2,2,1,2,,2,2,2,2,1,1,2,1,2,,2,150,200,150,50,70,2,2,2,2,2,2,1,1,2,1,1,1,1,1,2,1,3,1,1,2,1,1,1,18535,"35","1","04","3"
"01","0916","11B143","09","40599","4","1","1","01",0,0,0,0,0,2,1,2,1,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,1,2,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,1,1,2,2,2,,2,100,0,0,0,35,3,3,3,3,3,2,2,2,2,2,1,2,2,9,2,1,5,1,2,2,2,1,1,18535,"43","1","02","6"
"01","0916","11B143","09","40599","2","1","0","01",0,0,0,0,0,2,1,1,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,1,2,2,2,,2,2,2,2,2,1,1,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,1,1,2,2,2,,2,50,100,50,0,30,3,3,3,4,3,2,2,2,2,2,2,0,0,0,0,0,5,2,0,0,0,0,0,15902,"73","2","00",
"01","0916","11B143","09","40599","1","1","0","01",0,0,0,0,0,1,1,1,1,1,2,2,1,2,2,2,2,2,,2,2,2,2,1,2,2,1,2,,2,2,2,1,1,2,2,2,2,,2,2,2,1,2,2,2,1,2,,2,2,2,2,2,2,2,1,2,,2,0,200,100,0,50,4,2,2,4,2,2,1,1,2,2,1,2,1,1,2,1,5,1,2,2,2,1,1,25449,"23","1","04","2"
"01","0916","13B143","09","40601","1","1","1","01",0,2,0,3,6,1,1,1,1,1,1,2,2,2,2,2,1,2,,2,2,2,2,1,2,2,2,2,,2,2,2,2,2,2,2,1,2,,2,2,2,2,2,2,2,1,2,,2,1,2,2,1,2,2,1,2,,2,200,150,80,0,50,3,2,3,3,2,2,2,2,2,2,1,1,1,1,2,1,3,1,1,1,1,1,1,26535,"33","1","07","4"
"01","0916","13B143","09","40601","2","1","0","02",0,2,1,3,3,1,1,1,1,1,1,2,2,2,2,2,1,2,,2,2,2,2,2,1,2,1,2,,2,2,2,2,1,1,2,2,2,,2,2,2,2,2,2,2,1,2,,2,1,2,2,1,2,2,1,2,,2,200,200,80,40,50,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,1,3,1,1,2,2,1,1,27652,"46","2","03","3"
"01","0916","13B143","09","40601","4","1","0","01",0,1,0,0,4,1,1,2,1,1,2,2,2,2,2,2,2,2,,1,2,2,2,1,2,2,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,1,2,1,2,,2,2,2,2,1,1,2,1,2,,2,100,200,0,30,70,3,2,3,3,2,2,2,2,2,2,1,2,1,1,2,1,3,1,1,2,2,1,1,27652,"48","2","06","3"
"01","0916","13B143","09","40601","3","1","1","02",0,0,0,0,0,1,1,2,1,1,1,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,1,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,1,2,,2,0,200,0,50,50,4,3,3,3,2,2,2,2,2,2,1,2,1,1,2,1,2,1,1,2,2,1,1,26535,"31","1","07","6"
"01","0916","12A157","09","40636","4","1","0","01",0,2,0,0,5,1,1,1,1,1,2,1,2,2,1,2,1,2,,2,2,2,2,1,1,2,1,2,,2,2,2,1,2,2,2,1,2,,2,1,2,2,2,2,2,2,2,,2,2,1,2,2,1,1,1,2,,2,500,1500,200,200,200,2,1,3,2,1,2,2,2,1,2,1,1,2,1,2,1,2,1,1,2,2,1,2,16288,"60","1","07","5"
"01","0916","12A157","09","40636","1","1","0","01",0,0,0,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,,2,2,2,2,1,1,1,1,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,1,2,2,1,1,1,2,,2,300,1000,200,200,200,2,2,3,2,2,1,2,1,2,2,1,1,2,2,2,1,3,1,1,2,2,1,2,18039,"34","1","06","3"
"01","0916","12A157","09","40636","3","1","0","03",1,1,0,2,4,1,1,1,1,1,2,2,1,2,2,2,1,2,,2,2,2,2,1,2,1,1,2,,2,2,2,2,2,2,2,2,2,,1,2,1,1,2,2,2,2,2,,2,2,1,2,2,2,2,1,2,,2,200,500,100,100,200,2,1,2,2,1,2,2,2,2,2,1,1,1,2,2,1,5,1,2,2,2,1,1,25833,"19","1","04","2"
"01","0916","12A157","09","40636","2","1","0","01",0,0,0,0,4,1,1,1,1,1,2,2,1,2,2,2,1,2,,2,2,2,2,1,1,2,1,2,,2,2,2,2,2,2,2,2,2,,1,2,2,1,2,2,2,2,2,,2,2,1,2,2,1,1,1,2,,2,250,500,200,200,100,2,2,2,3,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,2,2,1,2,19929,"51","1","07","2"
"01","0916","12A157","09","40639","4","1","0","02",0,0,0,0,0,1,1,1,1,2,2,2,2,2,1,2,2,2,,2,2,2,2,2,1,2,2,2,,2,2,2,2,1,1,2,2,2,,2,2,2,2,2,2,2,2,2,,1,1,2,2,1,2,2,2,2,,2,100,200,100,50,50,3,3,3,3,3,2,2,2,2,1,1,2,1,1,2,2,5,1,1,2,2,1,1,26841,"68","1","03","3"
"01","0916","12A157","09","40639","2","1","0","04",0,2,0,3,6,1,1,1,1,1,1,2,2,2,2,2,1,2,,2,1,2,2,2,2,2,1,2,,2,2,2,2,2,1,2,1,2,,2,2,2,2,2,2,2,1,2,,2,2,2,2,2,2,2,1,2,,2,300,400,200,50,70,2,2,2,2,1,1,1,1,2,1,1,1,1,1,2,1,3,1,1,1,1,1,1,26179,"38","1","08","2"
"01","0916","12A157","09","40639","3","1","0","01",1,2,0,2,6,1,1,1,1,1,1,2,2,2,2,2,1,2,,2,2,2,2,2,2,2,1,2,,2,2,2,2,2,2,2,1,2,,2,2,2,1,2,2,2,1,2,,2,1,2,2,1,2,2,1,2,,2,200,300,150,50,70,2,2,3,2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1,26974,"28","2","07","4"
"01","0916","12A157","09","40639","1","1","0","01",0,0,0,0,0,2,1,2,1,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,1,1,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,1,2,2,2,,2,2,2,2,1,1,2,2,2,,2,0,100,0,50,35,4,3,4,3,2,2,2,2,2,2,1,1,2,2,2,1,5,1,2,2,2,1,1,22616,"61","2","02","6"
"01","0916","12A157","09","40640","2","1","1","01",0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,0,0,0,0,0,4,4,4,4,4,2,2,2,2,2,1,2,2,2,2,2,5,1,2,2,2,1,2,15317,"78","2","02","4"
"01","0916","12A157","09","40640","3","1","0","01",0,0,0,0,0,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,1,2,2,,2,0,0,0,0,0,4,4,4,4,4,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,15317,"78","2","02","2"
"01","0916","12A157","09","40640","1","1","0","02",0,0,0,0,3,1,1,2,2,1,2,2,2,2,2,1,2,2,,2,2,1,2,2,2,1,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,1,2,2,2,1,2,2,,2,100,80,50,0,30,2,2,3,4,2,2,2,2,2,2,1,1,1,1,2,2,5,1,2,2,2,1,2,18396,"27","2","03","3"
"01","0916","12A157","09","40640","4","1","0","02",0,0,0,0,6,1,1,2,1,1,2,2,2,2,2,1,1,2,,2,2,2,2,2,2,1,1,2,,2,2,2,2,2,2,2,2,2,,1,2,1,2,2,2,2,1,2,,2,2,1,2,2,2,2,1,2,,2,300,90,40,50,45,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,15424,"55","2","07","4"
"26","0916","13B144","10","40075","3","1","0","01",0,0,0,0,0,1,2,1,2,1,1,2,2,2,2,2,2,2,,2,2,2,2,2,1,2,2,2,,2,2,2,2,2,1,2,2,2,,2,2,2,2,2,1,2,2,2,,2,1,2,2,2,1,2,2,2,,2,0,0,0,0,0,4,2,4,4,2,2,2,2,2,2,2,0,0,0,0,0,5,1,2,2,2,2,2,12070,"63","2","02","1"
"26","0916","13B144","10","40075","1","1","0","02",0,1,1,0,0,1,1,1,1,1,2,2,2,2,1,2,2,2,,2,2,2,2,1,1,2,2,2,,2,2,2,2,2,1,2,2,2,,2,2,2,1,2,2,2,2,2,,2,2,1,2,2,1,2,2,2,,2,100,100,100,0,20,2,2,2,3,3,2,2,2,2,2,1,2,1,1,2,1,5,1,2,2,1,1,1,23974,"66","2","06","3"
"26","0916","13A158","10","40102","1","1","0","02",4,2,2,1,3,1,1,1,1,1,2,2,2,1,1,2,2,2,,2,2,2,2,1,1,2,1,2,,2,1,2,1,2,1,2,2,2,,2,1,2,2,2,1,2,2,2,,2,1,2,2,2,1,2,2,2,,2,150,150,100,100,40,1,1,2,2,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1,15718,"24","2","07","4"
"26","0916","13A158","10","40102","3","1","0","02",0,1,0,0,0,2,1,2,2,1,2,2,1,2,2,2,2,2,,2,2,1,1,2,2,2,2,2,,2,2,2,1,2,2,2,2,2,,2,2,2,1,2,2,2,2,2,,2,2,2,2,2,1,2,2,2,,2,50,30,0,30,30,3,2,3,3,2,1,1,1,2,2,1,1,2,2,1,1,5,1,1,1,2,1,2,15718,"18","2","03","3"
"26","0916","13A158","10","40102","4","1","0","01",3,3,3,0,1,1,1,1,1,1,2,2,1,2,1,1,2,2,,2,2,2,1,2,1,2,2,2,,2,2,2,2,2,1,1,2,2,,2,1,2,2,1,1,1,2,2,,2,2,2,1,2,2,2,2,2,,2,50,50,50,100,30,3,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,5,1,1,1,2,1,1,11694,"40","2","04","4"
"26","0916","13A158","10","40102","2","1","0","02",0,0,0,0,0,1,1,1,1,1,2,2,2,2,1,2,2,2,,2,2,2,1,1,2,2,2,2,,2,2,2,2,1,1,2,2,2,,2,2,2,2,2,1,2,2,2,,2,2,2,1,2,2,2,2,2,,2,100,100,199,100,50,2,3,3,3,1,2,2,2,2,2,1,1,1,2,2,1,5,1,1,1,1,1,1,11694,"44","2","07","5"
"26","0916","11B142","10","40232","3","1","0","01",0,0,0,0,0,1,1,1,1,1,2,2,2,2,1,2,2,2,,2,2,2,2,2,1,2,2,2,,2,2,2,2,2,1,2,2,2,,2,2,2,2,2,1,2,2,2,,2,2,2,1,1,2,2,2,2,,2,50,150,50,0,50,3,3,4,3,3,2,2,2,2,2,1,2,2,2,2,1,5,1,2,2,1,1,1,16960,"36","2","03","3"
"26","0916","11B142","10","40232","1","1","0","01",2,1,1,0,0,1,1,1,1,1,2,2,2,1,1,2,2,2,,2,2,2,2,1,1,2,2,2,,2,1,1,2,2,2,2,2,2,,2,2,2,2,2,1,2,2,2,,2,1,2,2,2,1,2,2,2,,2,100,100,100,100,45,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,1,2,1,1,18419,"25","2","04","3"
"26","0916","11B142","10","40232","4","1","0","01",0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,1,2,2,,2,2,2,2,2,1,1,2,2,,2,2,2,2,2,2,1,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,1,2,2,2,,2,0,0,0,0,0,3,3,3,3,3,2,2,2,2,2,1,2,2,2,2,2,3,1,2,2,2,1,1,15443,"60","2","02","1"
"26","0916","11B142","10","40232","2","1","0","06",0,2,0,0,1,1,1,1,2,1,2,2,2,2,2,2,1,2,,2,2,2,2,1,2,2,1,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,1,2,2,2,2,,2,2,2,2,2,1,2,1,2,,2,50,100,150,150,50,2,2,3,3,2,2,2,2,1,2,1,1,1,1,1,1,2,1,1,2,2,1,1,22796,"21","2","04","1"
"26","0916","11B151","10","40259","1","1","0","01",0,0,0,0,0,1,1,1,1,1,2,2,2,2,1,2,2,2,,2,2,2,2,2,1,1,2,2,,2,2,2,2,2,1,1,2,2,,2,2,2,1,2,1,1,2,2,,2,2,2,2,2,1,2,2,2,,2,30,50,50,30,50,3,1,2,2,2,1,1,2,2,2,1,1,1,2,1,1,5,1,1,2,2,2,2,20567,"57","2","03","3"
"26","0916","11B151","10","40259","4","1","0","01",3,3,3,0,0,1,1,1,1,1,1,2,2,2,1,1,2,2,,2,2,2,2,2,1,2,2,2,,2,2,2,2,2,1,2,2,2,,2,2,2,2,2,1,2,2,2,,2,2,2,2,1,1,2,2,2,,2,0,0,0,0,0,1,1,2,3,2,2,2,2,2,2,1,2,2,2,2,2,5,1,1,1,1,1,1,6808,"68","2","02","6"
"26","0916","11B151","10","40259","2","1","0","01",0,0,4,1,0,1,1,1,1,1,2,2,2,1,2,2,2,2,,2,2,2,2,1,1,2,2,2,,2,1,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,1,"POR CASUALIDAD",2,2,2,2,2,1,2,2,2,,2,100,200,200,200,50,2,1,1,3,3,1,1,2,2,2,1,2,2,2,2,2,5,1,2,1,1,1,1,7928,"45","2","03","3"
"26","0916","12B151","10","40260","2","1","0","03",0,0,0,1,0,1,1,1,1,1,2,2,2,2,1,2,2,2,,2,2,2,2,2,1,2,2,2,,2,2,2,2,2,1,2,2,2,,2,2,2,2,2,1,2,2,2,,2,2,2,2,2,2,2,1,2,,2,100,100,100,0,20,4,3,3,4,4,1,1,1,2,1,1,2,2,2,2,1,5,1,1,1,1,1,1,13906,"45","2","07","3"
"26","0916","12B151","10","40260","4","1","0","01",0,0,1,0,0,2,2,1,2,1,2,1,2,2,2,2,2,2,,2,2,2,2,2,2,1,2,2,,2,1,2,2,2,2,2,2,2,,2,2,2,2,2,2,1,2,2,,2,2,2,2,2,1,2,2,2,,2,0,0,0,0,20,4,4,2,4,1,2,2,2,2,2,1,2,2,2,2,2,5,1,1,1,2,1,1,18074,"55","1","04","3"
"26","0916","12B151","10","40260","3","1","0","02",0,1,0,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,,2,2,2,2,1,2,2,2,2,,2,2,2,2,2,1,2,2,2,,2,1,2,2,2,2,2,2,2,,2,2,1,2,2,2,2,2,2,,2,50,50,199,50,35,2,2,3,3,2,2,2,2,2,2,1,1,1,1,1,1,5,1,2,1,2,1,1,14341,"31","2","04","1"
"26","0916","12B151","10","40260","1","1","0","01",0,0,0,0,0,1,1,1,1,1,2,2,2,1,1,2,2,2,,2,2,1,2,2,1,2,2,2,,2,2,2,2,1,1,2,2,2,,2,2,2,2,2,1,2,2,2,,2,2,2,2,2,1,2,2,2,,2,0,50,0,0,20,3,2,3,3,3,1,1,1,2,2,1,1,1,1,2,2,5,1,2,2,2,1,1,27837,"41","1","04","1"
"26","0916","11B145","10","40268","1","1","0","01",0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,1,2,2,,2,2,2,2,2,1,2,2,2,,2,2,2,2,2,2,1,2,2,,2,2,2,2,2,2,1,2,2,,2,2,2,2,2,1,1,2,2,,2,0,0,0,0,20,3,3,4,4,3,2,2,2,2,2,1,1,2,2,2,1,5,2,0,0,0,0,0,28240,"47","1","02","5"
"26","0916","11B145","10","40268","2","1","0","01",0,0,0,0,0,2,2,2,2,1,2,2,2,2,1,2,2,2,,2,2,2,2,2,2,1,2,2,,2,2,2,2,2,2,1,2,2,,2,2,2,2,2,1,2,2,2,,2,2,2,2,2,1,1,2,2,,2,0,0,0,0,50,4,4,4,4,2,2,2,2,2,2,2,0,0,0,0,0,3,1,2,2,2,2,1,13668,"68","1","02","1"
"26","0916","12B145","10","40270","4","1","0","03",0,0,0,1,4,1,1,2,1,1,2,2,2,2,1,2,2,2,,2,1,2,2,2,2,2,1,2,,2,2,2,2,2,1,2,2,2,,2,2,2,2,2,1,2,2,2,,2,2,2,2,2,1,2,2,2,,2,100,200,0,50,50,4,1,3,1,1,1,1,1,2,2,1,1,1,1,1,1,5,1,2,1,2,1,1,25946,"20","1","07","1"
"26","0916","12B145","10","40270","1","1","0","02",0,0,0,0,0,1,1,1,2,1,2,2,2,1,2,2,2,2,,2,2,2,2,2,1,2,2,2,,2,2,2,2,2,1,2,2,2,,2,2,1,1,2,2,2,2,2,,2,2,1,1,2,2,2,2,2,,2,50,100,0,0,30,4,3,3,4,3,2,2,2,2,2,1,2,2,2,2,1,5,1,2,2,2,2,1,12981,"34","2","07","3"
"26","0916","12B145","10","40270","2","1","0","02",0,0,0,0,2,1,1,1,1,1,2,2,2,2,1,2,2,2,,2,2,1,2,2,1,2,2,2,,2,2,2,2,2,2,1,2,2,,2,2,2,2,2,1,2,2,2,,2,2,2,2,2,2,2,1,2,,2,100,100,100,100,50,2,3,2,3,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,1,11952,"37","2","04","1"
"26","0916","12B145","10","40270","3","1","0","01",0,2,1,0,2,1,1,1,1,1,2,2,2,1,2,2,2,2,,2,2,1,1,1,2,2,2,2,,2,2,1,2,2,1,2,2,2,,2,2,2,2,2,1,2,2,2,,2,1,2,2,1,1,2,2,2,,2,100,100,50,0,30,2,2,2,3,2,1,2,1,2,2,1,1,1,2,2,1,5,1,1,2,1,1,1,18897,"36","1","07","5"
