"CD","PER","FOL","ENT","CON","V_SEL","N_HOG","H_MUD","N_REN","P1_1","P1_2","P1_3","P1_4","P1_5","P2_1","P2_2","P2_3","P2_4","P2_5","P3_1_1","P3_1_2","P3_1_3","P3_1_4","P3_1_5","P3_1_6","P3_1_7","P3_1_8","P3_1_8ES","P3_1_9","P3_2_1","P3_2_2","P3_2_3","P3_2_4","P3_2_5","P3_2_6","P3_2_7","P3_2_8","P3_2_8ES","P3_2_9","P3_3_1","P3_3_2","P3_3_3","P3_3_4","P3_3_5","P3_3_6","P3_3_7","P3_3_8","P3_3_8ES","P3_3_9","P3_4_1","P3_4_2","P3_4_3","P3_4_4","P3_4_5","P3_4_6","P3_4_7","P3_4_8","P3_4_8ES","P3_4_9","P3_5_1","P3_5_2","P3_5_3","P3_5_4","P3_5_5","P3_5_6","P3_5_7","P3_5_8","P3_5_8ES","P3_5_9","P4_1","P4_2","P4_3","P4_4","P4_5","P5_1","P5_2","P5_3","P5_4","P5_5","P6_1","P6_2","P6_3","P6_4","P6_5","P7","P8_1","P8_2","P8_3","P8_4","P8_5","P9","P10","P11_1","P11_2","P11_3","P11_4","P11_5","FACTOR","EDAD","SEXO","NIVEL","ANIO"
"02","0916","11A157","14","40549","3","1","0","01",0,0,0,0,0,2,1,2,1,1,2,2,2,2,2,2,2,2,,1,1,2,2,1,2,1,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,1,2,2,2,2,,2,2,2,2,2,1,2,2,2,,2,0,100,0,0,100,4,2,3,4,2,2,2,2,2,2,1,2,2,2,2,2,5,2,0,0,0,0,0,24032,"37","2","03","3"
"02","0916","11A157","14","40549","4","1","0","02",0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,1,2,2,,2,2,2,2,2,1,1,2,2,,2,2,2,2,2,1,1,2,2,,2,1,2,2,2,2,1,2,2,,2,2,2,1,2,1,2,2,2,,2,0,0,0,100,0,2,3,2,2,2,2,2,2,2,2,1,1,1,1,1,2,3,1,1,2,2,1,1,26099,"34","2","04","3"
"02","0916","11A157","14","40549","2","1","0","01",0,0,0,0,0,2,1,2,2,1,2,2,2,2,1,2,2,2,,2,2,2,2,2,2,1,2,2,,2,2,2,2,2,1,2,2,2,,2,2,2,2,2,1,2,2,2,,2,2,2,2,2,1,2,2,2,,2,50,50,50,50,50,4,2,2,2,2,2,2,2,2,2,1,2,9,1,2,2,3,2,0,0,0,0,0,24285,"34","1","03","3"
"02","0916","11A157","14","40552","3","1","0","01",0,0,0,0,2,1,2,1,2,1,2,2,2,2,1,2,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,1,2,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,1,2,1,2,2,2,,2,100,0,0,0,100,3,4,4,4,2,2,2,2,2,2,1,2,2,2,2,2,5,1,1,2,2,1,1,17717,"52","1","03","3"
"02","0916","11A157","14","40552","1","1","0","01",0,0,0,0,2,1,1,1,1,1,2,2,2,2,2,2,1,2,,2,2,2,2,2,2,2,1,2,,2,2,2,2,2,1,2,1,2,,2,2,2,2,2,2,2,1,2,,2,2,2,1,2,1,2,1,2,,2,150,0,100,50,100,3,4,3,3,2,2,2,2,2,2,1,2,1,2,2,2,5,1,1,2,2,1,1,16711,"51","2","03","3"
"02","0916","11A157","14","40552","2","1","0","02",0,0,2,0,0,1,2,1,1,1,2,2,2,2,1,2,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,1,1,2,2,,2,2,2,2,2,1,1,2,2,,2,2,2,2,2,1,1,2,2,,2,100,0,100,0,100,3,4,3,4,3,2,2,2,2,2,1,2,1,2,2,2,5,1,1,1,1,1,1,16711,"51","2","02","6"
"02","0916","12A157","14","40553","2","1","0","02",2,3,0,1,10,1,1,1,1,1,2,2,2,2,2,2,1,2,,2,1,2,2,2,2,2,1,2,,2,2,2,2,2,2,2,1,2,,2,1,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,1,2,,2,400,500,400,100,50,2,3,2,3,1,2,2,1,2,2,1,2,2,2,2,1,3,1,1,2,1,1,1,18827,"27","2","07","5"
"02","0916","12A157","14","40553","3","1","0","01",0,0,0,0,1,1,1,2,1,1,2,2,2,2,1,2,2,2,,2,2,2,2,2,1,1,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,1,2,2,1,2,2,2,,2,0,0,0,0,50,3,2,4,3,2,1,1,2,2,2,1,2,2,2,2,2,5,1,1,2,1,1,1,19354,"53","1","04","3"
"02","0916","12A157","14","40553","4","1","0","01",0,1,0,0,2,1,1,1,1,1,2,2,2,2,2,2,1,2,,2,1,2,2,2,2,2,1,2,,2,2,2,2,2,2,2,1,2,,2,2,2,2,2,2,2,1,2,,2,1,2,2,2,1,2,1,2,,2,100,500,100,100,80,3,2,3,3,2,1,1,1,2,2,1,1,2,2,1,2,2,1,2,2,1,1,1,18272,"42","1","07","5"
"02","0916","12A157","14","40553","1","1","0","01",0,0,0,0,0,1,1,1,1,1,2,2,2,2,1,2,1,2,,2,2,2,2,1,1,2,1,2,,2,2,2,2,2,2,2,1,2,,2,2,2,2,2,2,2,1,2,,2,2,2,2,2,1,2,1,2,,2,100,200,100,100,70,3,3,3,3,2,1,1,2,2,2,1,1,2,2,2,2,5,1,2,2,2,1,1,18272,"39","1","04","3"
"02","0916","12A157","14","40554","2","1","0","02",2,1,0,1,5,1,1,1,1,1,2,2,2,2,1,2,1,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,1,2,1,2,,2,2,2,2,2,1,1,1,2,,2,2,1,1,2,2,2,1,2,,2,200,0,300,50,100,3,4,3,3,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,1,1,1,17420,"31","2","04","3"
"02","0916","12A157","14","40554","1","1","0","02",0,0,0,0,2,1,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,1,2,1,2,1,2,,2,0,0,0,0,100,4,4,4,4,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,2,2,1,1,16040,"42","2","03","3"
"02","0916","12A157","14","40554","3","1","0","01",0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,0,0,0,0,0,4,4,4,4,4,2,2,2,2,2,1,2,1,2,2,1,5,1,1,2,2,1,1,17335,"72","1","07","5"
"02","0916","12A157","14","40554","4","1","0","01",1,1,2,2,5,1,1,1,1,1,1,2,2,2,1,2,1,2,,2,2,2,2,2,1,1,1,2,,2,2,2,2,2,1,1,1,2,,2,2,1,2,2,2,2,1,2,,2,2,2,1,2,2,2,1,2,,2,200,300,200,100,100,3,2,3,3,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,17908,"53","1","08","2"
"02","0916","11B143","14","40561","4","1","0","05",0,0,0,0,0,1,1,2,2,1,2,2,2,2,1,2,2,2,,2,2,2,2,1,2,2,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,1,2,2,2,,2,0,200,0,0,100,4,2,4,4,3,2,2,2,2,2,1,2,2,2,2,2,5,1,2,2,2,2,1,25030,"22","1","02","6"
"02","0916","11B143","14","40561","2","1","0","05",0,0,0,0,0,1,1,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,1,1,2,2,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,1,1,2,2,2,,2,0,100,0,0,50,4,3,4,4,3,2,2,2,2,2,1,2,2,2,2,2,5,2,0,0,0,0,0,23247,"22","2","04","3"
"02","0916","11B143","14","40561","1","1","0","02",0,0,0,0,1,1,1,2,1,1,2,2,2,2,1,2,2,2,,2,2,2,1,1,1,2,1,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,1,2,2,2,,2,2,2,2,1,1,2,1,2,,2,100,300,0,0,100,3,2,4,3,2,2,2,2,2,2,1,1,1,2,1,2,3,1,2,2,2,1,1,25030,"21","1","04","3"
"02","0916","11B143","14","40561","3","1","0","02",0,0,0,0,0,1,1,2,1,1,2,2,2,2,1,1,2,2,,2,2,2,2,1,1,2,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,1,2,2,2,,2,2,2,2,1,1,1,2,2,,2,100,200,100,50,50,3,2,3,3,3,2,2,2,2,2,1,1,9,2,1,2,2,1,2,2,2,1,1,18230,"39","1","02","6"
"02","0916","12A157","14","40594","3","1","0","01",0,0,0,0,0,1,1,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,1,2,2,2,2,,2,0,0,0,0,80,3,4,4,4,3,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,1,17837,"54","1","03","3"
"02","0916","12A157","14","40594","2","1","0","01",0,0,0,0,3,1,1,1,1,1,2,2,2,2,1,2,2,2,,2,2,2,2,1,2,2,2,2,,2,2,2,2,2,1,2,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,1,2,2,2,2,,2,0,0,0,0,60,3,3,4,4,2,1,1,2,2,2,1,2,2,2,2,2,5,1,2,2,2,1,2,15976,"36","2","07","4"
"02","0916","12A157","14","40594","4","1","0","02",0,2,0,0,6,1,1,2,2,1,2,2,1,2,2,2,2,2,,2,1,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,1,2,2,2,2,2,2,2,,2,100,230,0,0,80,3,2,4,4,1,2,2,2,2,2,1,2,2,2,2,2,5,1,2,2,2,1,2,23120,"24","1","04","3"
"02","0916","12A157","14","40594","1","1","0","02",0,0,0,0,0,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,0,0,0,0,0,4,4,4,4,4,2,2,2,2,2,1,2,2,2,2,2,5,1,2,2,2,1,2,14548,"64","2","03","3"
"01","0916","11B144","15","40096","2","1","0","01",0,0,0,0,0,1,1,1,1,1,2,2,2,2,1,1,2,2,,2,2,2,2,2,1,1,2,2,,2,2,2,2,2,1,1,1,2,,2,2,2,2,2,1,1,2,2,,2,2,2,2,2,1,1,2,2,,2,0,0,0,0,0,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,29315,"29","1","04","3"
"01","0916","11B144","15","40096","3","1","0","03",0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,0,0,0,0,0,4,4,4,4,4,2,2,2,2,2,1,2,2,2,2,1,5,1,1,2,2,2,2,41981,"20","1","04","3"
"01","0916","11B144","15","40096","1","1","0","03",0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,0,0,0,0,0,4,4,4,4,4,2,2,2,2,2,1,2,2,2,2,2,4,1,2,2,2,2,2,69967,"20","1","03","3"
"01","0916","11B144","15","40098","1","1","0","01",0,0,0,0,0,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,1,2,2,2,2,,2,0,0,0,0,0,3,3,3,3,3,2,2,2,2,2,2,0,0,0,0,0,5,1,1,2,2,1,1,14586,"70","1","00",
"01","0916","11B144","15","40098","4","1","0","01",0,0,0,0,0,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,1,2,2,2,2,,2,5,50,5,5,10,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,5,1,1,1,2,1,1,15068,"47","1","02","6"
"01","0916","11B144","15","40098","3","1","0","01",0,0,0,0,0,2,2,1,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,1,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,1,2,2,2,2,,2,0,0,0,0,0,2,3,2,2,1,2,2,2,2,2,2,0,0,0,0,0,5,1,2,2,2,1,1,6145,"57","2","00",
"01","0916","11B144","15","40098","2","1","0","01",0,0,0,0,0,2,1,1,2,1,2,2,2,2,2,2,2,2,,1,2,2,1,2,2,2,2,2,,2,2,2,1,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,1,1,2,2,2,,2,20,20,20,10,10,4,3,3,3,3,2,2,2,2,2,1,2,2,2,2,2,5,1,1,2,2,1,1,6158,"58","1","02","6"
"01","0916","12B144","15","40099","4","1","0","01",0,0,0,0,0,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,1,2,2,2,2,,2,20,20,20,20,20,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,5,1,1,2,2,1,1,8017,"67","1","02","6"
"01","0916","12B144","15","40099","3","1","0","01",0,0,0,0,0,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,1,2,2,2,2,,2,0,0,0,0,0,4,4,4,4,4,2,2,2,2,2,1,2,2,2,2,2,5,1,2,2,2,1,1,7819,"43","1","02","6"
"01","0916","12B144","15","40099","2","1","0","01",0,0,0,0,0,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,1,2,2,2,2,,2,10,10,10,10,5,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,5,1,1,2,1,1,1,6708,"81","2","02","6"
"01","0916","12B144","15","40099","1","1","0","02",0,0,0,0,10,1,1,1,1,1,1,2,1,2,2,2,2,2,,2,1,2,1,2,2,2,2,2,,2,1,2,1,2,2,2,2,2,,2,1,2,1,2,2,2,2,2,,2,2,2,2,1,1,2,2,2,,2,100,100,100,50,40,3,3,3,3,1,2,2,2,2,2,1,1,1,1,1,1,5,1,2,2,2,1,1,13508,"62","2","03","3"
"01","0916","11B144","15","40100","2","1","0","02",0,0,0,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,2,2,2,2,1,2,2,1,2,,2,2,2,2,2,1,2,1,2,,2,2,1,2,2,2,2,1,2,,2,2,1,2,2,1,2,1,2,,2,200,100,0,0,40,3,3,3,3,3,2,2,2,2,2,1,1,1,1,2,1,5,1,2,2,2,1,1,11678,"34","2","03","3"
"01","0916","11B144","15","40100","1","1","0","03",0,3,0,2,9,1,1,1,1,1,2,2,1,2,2,2,1,2,,2,2,2,2,1,2,2,1,2,,2,2,2,2,2,2,2,2,2,,1,1,2,2,2,2,2,1,2,,2,2,2,2,2,2,2,1,2,,2,250,200,0,0,40,3,3,3,3,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,17517,"27","2","04","3"
"01","0916","11B144","15","40100","4","1","0","01",2,1,3,2,6,1,1,1,1,1,2,2,2,2,2,2,1,2,,2,2,2,1,2,2,2,2,2,,2,2,2,2,2,1,2,1,2,,2,2,2,1,2,2,2,1,2,,2,2,2,1,2,2,2,1,2,,2,150,200,100,50,50,1,3,3,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,10753,"43","2","07","4"
"01","0916","11B144","15","40100","3","1","0","02",0,0,1,2,2,1,1,1,1,1,2,2,1,2,1,2,1,2,,2,2,2,2,1,2,1,2,2,,2,2,2,2,2,2,2,2,2,,1,1,2,2,2,2,2,1,2,,2,2,1,2,2,2,2,1,2,,2,100,100,0,0,40,3,3,3,2,3,2,2,2,2,2,1,2,2,2,1,1,5,1,2,2,2,2,1,5376,"37","2","02","6"
"01","0916","11A158","15","40120","1","1","0","02",0,0,0,0,0,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,1,2,2,2,,2,0,0,0,0,50,4,4,4,4,4,2,2,2,2,2,1,2,2,2,2,2,3,1,2,2,2,2,1,14286,"55","1","02","6"
"01","0916","11A158","15","40120","3","1","0","01",0,0,0,0,0,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,1,2,2,2,,2,0,0,0,0,80,4,4,4,4,2,2,2,2,2,2,1,2,2,2,2,2,4,1,2,2,2,1,1,17003,"33","2","03","3"
"01","0916","11A158","15","40120","2","1","0","01",0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,0,0,0,0,0,4,4,4,4,4,2,2,2,2,2,1,2,2,2,2,2,4,1,1,1,1,1,1,8459,"66","1","02","2"
"01","0916","12A158","15","40121","4","1","0","01",0,0,0,0,0,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,1,2,2,2,2,,2,0,0,0,0,10,4,3,4,4,2,2,2,2,2,2,1,2,2,2,2,2,5,1,1,2,2,1,1,32268,"38","1","02","6"
"01","0916","12A158","15","40121","2","1","0","01",0,0,0,0,0,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,1,2,2,2,2,,2,10,10,0,0,10,4,2,4,4,3,2,2,2,2,2,1,2,2,2,2,2,5,1,1,2,2,1,1,48401,"43","1","02","6"
"01","0916","12A158","15","40122","2","1","0","02",1,1,0,0,0,1,1,1,1,1,2,2,2,2,1,2,1,2,,2,2,2,2,2,1,2,1,2,,2,2,1,2,2,1,2,1,2,,2,2,2,2,2,1,2,1,2,,2,2,2,2,2,1,2,1,2,,2,400,3000,300,100,0,2,2,3,2,3,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,28003,"44","2","07","4"
"01","0916","12A158","15","40122","1","1","0","01",1,1,2,4,3,1,1,1,1,1,1,1,2,2,2,2,1,2,,2,1,2,2,2,2,2,1,2,,2,1,2,2,2,2,2,1,2,,2,1,2,2,2,2,2,1,2,,2,2,1,2,2,2,2,1,2,,2,120,300,100,80,90,2,3,2,2,2,2,2,2,2,2,1,1,1,1,2,1,3,1,1,1,2,1,1,41684,"50","1","07","2"
"01","0916","12A158","15","40122","4","1","0","01",0,0,0,0,2,1,1,2,2,1,2,1,2,2,1,2,2,2,,2,2,2,2,2,1,2,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,1,2,2,2,,2,2,1,2,2,1,2,2,2,,2,100,200,0,0,40,3,3,4,4,3,2,1,2,1,2,1,1,1,1,1,2,5,1,2,2,2,2,1,9839,"39","1","04","3"
"01","0916","11A158","15","40123","3","1","0","01",0,1,0,0,0,1,1,1,1,1,2,2,2,1,2,2,2,2,,2,2,1,2,2,2,2,2,2,,2,2,2,1,2,2,2,2,2,,2,2,1,2,2,2,2,2,2,,2,2,2,1,2,1,2,2,2,,2,100,100,100,0,40,1,3,2,1,3,1,1,1,1,1,1,1,1,1,1,1,5,2,0,0,0,0,0,12100,"47","1","06","3"
"01","0916","11A158","15","40123","2","1","0","01",0,0,2,2,20,1,1,1,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,2,1,2,,2,2,2,1,2,1,2,2,2,,2,2,2,2,2,1,2,1,2,,2,2,2,2,2,2,2,1,2,,2,600,900,500,100,100,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,5419,"40","2","07","4"
"01","0916","11A158","15","40123","1","1","0","02",1,0,2,2,6,1,1,1,1,1,2,2,1,2,2,2,2,2,,2,2,1,1,2,2,1,2,2,,2,1,2,1,2,2,2,2,2,,2,1,2,2,2,1,2,2,2,,2,2,2,2,2,2,2,1,2,,2,100,150,200,30,40,3,3,3,2,3,2,1,2,2,2,1,1,1,1,1,1,5,1,2,2,2,1,1,11770,"30","2","04","2"
"01","0916","11A158","15","40123","4","1","0","01",2,1,2,3,8,1,1,1,1,1,2,2,2,2,2,2,1,2,,2,2,2,2,1,2,2,1,2,,2,2,2,2,1,2,2,1,2,,2,2,2,1,2,2,2,1,2,,2,2,1,2,2,2,2,1,2,,2,300,300,250,0,40,2,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,10952,"31","1","07","5"
"01","0916","11A158","15","40124","1","1","0","02",0,0,1,0,0,1,1,1,1,1,2,2,2,2,1,2,2,2,,2,2,2,2,1,2,1,2,2,,2,1,2,2,1,2,2,2,2,,2,2,2,2,2,2,2,2,2,,1,2,1,2,2,1,2,2,2,,2,0,100,0,0,0,3,3,4,4,3,2,1,2,2,1,1,1,1,1,2,1,5,1,2,2,2,1,1,11318,"41","2","03","3"
"01","0916","11A158","15","40124","4","1","0","03",0,0,0,0,0,2,2,2,2,1,2,2,2,2,1,2,2,2,,2,2,2,2,1,2,2,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,1,2,2,2,2,,2,2,2,1,2,2,2,2,2,,2,150,100,150,100,150,3,1,3,4,2,2,2,2,2,2,1,1,1,1,1,1,5,1,1,1,2,1,1,18953,"53","1","03","3"
"01","0916","11A158","15","40124","2","1","0","03",0,1,0,3,40,1,1,2,1,1,2,2,1,2,1,2,2,2,,2,2,2,2,2,1,1,1,2,,2,2,2,2,2,1,2,2,2,,2,1,2,2,2,1,2,1,2,,2,1,2,2,2,1,2,2,2,,2,500,300,100,100,86,4,2,3,1,1,1,1,2,2,1,1,1,1,1,2,1,3,1,1,2,2,1,1,24567,"20","1","04","2"
"01","0916","11A158","15","40125","4","1","0","01",0,0,0,0,0,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,1,2,2,2,,2,0,0,0,0,50,4,4,4,4,3,2,2,2,2,2,1,1,1,1,1,1,2,1,2,2,2,1,2,8467,"42","2","04","3"
"01","0916","11A158","15","40125","3","1","0","01",0,0,0,0,0,1,2,2,2,2,2,2,2,2,1,1,1,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,0,0,0,0,0,4,4,4,4,4,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,17833,"53","2","03","3"
"01","0916","11A158","15","40125","1","1","0","01",0,0,0,0,0,1,1,1,1,1,2,2,2,1,1,1,2,2,,2,2,2,2,2,1,1,2,2,,2,2,2,2,2,1,1,1,2,,2,2,2,2,2,1,1,1,2,,2,2,2,2,2,1,2,2,2,,2,0,0,0,0,0,4,4,3,4,4,2,2,2,2,2,1,2,2,2,2,2,4,1,1,2,2,2,1,8917,"53","2","02","6"
"01","0916","12B144","15","40126","1","1","0","01",0,0,0,0,0,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,1,1,2,2,2,,2,50,50,50,50,50,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,24008,"71","1","02","6"
"01","0916","12B144","15","40126","2","1","0","02",0,0,0,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,1,1,2,2,2,,2,10,10,10,0,10,3,2,2,3,1,2,2,2,2,2,1,2,2,2,2,2,5,1,1,2,2,1,1,23394,"48","2","02","6"
"01","0916","12B144","15","40126","3","1","0","02",1,0,0,0,0,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,1,2,2,2,2,,2,30,30,30,30,30,4,3,3,4,3,2,2,2,2,2,1,2,2,2,2,2,5,1,1,2,2,1,1,20228,"60","2","02","2"
"01","0916","12B142","15","40207","4","1","0","03",0,0,0,0,0,2,2,1,1,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,1,2,2,,2,2,2,2,1,1,2,2,2,,2,0,0,0,0,0,4,4,1,3,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,17648,"40","2","07","3"
"01","0916","12B142","15","40207","3","1","0","01",0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,0,0,0,0,0,4,4,4,4,4,2,2,2,2,2,1,2,2,2,2,2,4,1,2,2,2,2,2,18584,"51","2","06","3"
"01","0916","12B142","15","40207","2","1","0","04",0,0,0,0,0,2,1,2,1,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,1,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,1,2,1,2,,2,2,2,2,2,1,1,2,2,,2,0,600,0,0,0,3,1,4,2,2,2,1,2,2,2,1,2,2,2,2,2,5,1,1,2,2,1,2,25539,"22","1","07","2"
"01","0916","12B142","15","40207","1","1","0","01",0,0,0,0,0,1,1,1,1,1,2,2,2,2,1,1,1,2,,2,2,2,2,1,1,1,1,2,,2,2,2,2,2,1,1,1,2,,2,2,2,2,2,1,1,1,2,,2,2,2,2,2,1,2,1,2,,2,0,100,0,50,100,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,19702,"46","1","07","5"
"01","0916","12B142","15","40208","1","1","0","01",0,0,1,0,0,2,1,1,1,1,2,2,2,2,1,2,2,2,,2,1,2,2,2,2,2,2,2,,2,1,2,2,2,2,2,2,2,,2,1,2,2,2,1,2,2,2,,2,1,2,2,2,1,2,2,2,,2,200,250,50,80,80,3,2,1,4,4,2,2,2,2,2,1,2,2,2,2,2,5,1,2,2,2,1,1,18317,"65","2","02","5"
"01","0916","12B142","15","40208","2","1","0","04",0,0,0,0,0,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,1,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,1,2,2,2,,2,2,2,2,2,1,2,2,2,,2,0,0,0,0,0,4,4,4,4,4,2,2,2,2,2,1,1,1,1,1,1,5,2,0,0,0,0,0,21998,"26","2","03","3"
