cd,periodo,folio,entidad,control,viv_sel,num_hog,hog_mud,n_ren_ele,p1_1,p1_2,p1_3,p1_4,p1_5,p2_1,p2_2,p2_3,p2_4,p2_5,p3_1_1,p3_1_2,p3_1_3,p3_1_4,p3_1_5,p3_1_6,p3_1_7,p3_1_8,p3_1_8A,p3_1_9,p3_2_1,p3_2_2,p3_2_3,p3_2_4,p3_2_5,p3_2_6,p3_2_7,p3_2_8,p3_2_8A,p3_2_9,p3_3_1,p3_3_2,p3_3_3,p3_3_4,p3_3_5,p3_3_6,p3_3_7,p3_3_8,p3_3_8A,p3_3_9,p3_4_1,p3_4_2,p3_4_3,p3_4_4,p3_4_5,p3_4_6,p3_4_7,p3_4_8,p3_4_8A,p3_4_9,p3_5_1,p3_5_2,p3_5_3,p3_5_4,p3_5_5,p3_5_6,p3_5_7,p3_5_8,p3_5_8A,p3_5_9,p4_1,p4_2,p4_3,p4_4,p4_5,p5_1,p5_2,p5_3,p5_4,p5_5,p6_1,p6_2,p6_3,p6_4,p6_5,p7,p8_1,p8_2,p8_3,p8_4,p8_5,p9M,p9M_A,p10,p11_1,p11_2,p11_3,p11_4,p11_5,factor,edad,sexo,nivel,anio
14,0518,11B156,01,40015,1,1,0,01,0,0,0,0,0,1,1,1,1,1,2,2,2,1,1,2,2,2, ,2,2,2,2,1,1,1,2,2, ,2,2,2,2,2,1,2,2,2, ,2,2,2,2,2,1,1,2,2, ,2,2,2,1,2,1,2,2,2, ,2,0,0,0,0,25,3,2,3,3,2,2,2,2,2,2,1,2,2,1,2,2,2, ,1,2,2,1,1,1,16755,45,1,03,3
14,0518,11B156,01,40015,2,1,0,02,0,0,0,0,0,1,1,1,1,1,2,2,2,1,1,2,2,2, ,2,2,2,2,1,1,1,2,2, ,2,2,2,1,1,1,2,2,2, ,2,2,2,2,2,1,2,2,2, ,2,2,2,1,2,1,2,2,2, ,2,100,100,0,0,35,3,2,3,3,2,2,2,2,2,2,1,1,1,1,2,1,2, ,1,2,2,1,1,1,13181,45,2,03,3
14,0518,11B156,01,40015,4,1,0,01,0,0,0,0,1,1,1,1,1,1,2,2,2,1,1,2,2,2, ,2,2,2,2,1,1,1,2,2, ,2,2,2,2,2,1,2,2,2, ,2,2,2,2,2,1,1,2,2, ,2,2,2,1,2,1,2,2,2, ,2,50,100,50,50,30,3,2,3,3,2,2,2,2,2,2,1,1,1,1,2,1,2, ,1,2,2,2,1,1,16050,43,1,03,3
14,0518,11B156,01,40015,3,1,1,01,0,1,0,0,2,1,1,1,1,1,2,2,1,2,1,2,1,2, ,2,2,2,1,1,2,2,1,2, ,2,2,2,1,2,1,2,1,2, ,2,2,2,2,2,1,2,1,2, ,2,2,2,1,2,2,2,1,2, ,2,150,200,100,100,40,2,2,3,3,2,1,1,2,2,2,1,1,1,1,2,1,3, ,1,2,2,1,1,1,18867,23,1,03,3
14,0518,12B156,01,40018,4,1,0,02,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2, ,2,1,2,1,2,2,2,2,2, ,2,1,2,2,2,2,2,2,2, ,2,1,2,2,2,1,2,2,2, ,2,1,2,2,2,1,2,2,2, ,2,30,150,30,0,25,2,2,2,3,2,1,2,2,2,2,1,2,2,1,2,1,3, ,1,2,2,1,1,1,13460,52,2,02,6
14,0518,12B156,01,40018,2,1,0,01,0,0,0,0,0,2,1,2,2,2,2,2,2,2,2,1,2,2, ,2,2,2,2,2,2,1,2,2, ,2,2,2,2,2,2,1,2,2, ,2,2,2,2,2,2,1,2,2, ,2,2,2,2,2,1,1,2,2, ,2,0,0,0,0,0,4,4,4,4,4,2,2,2,2,2,1,2,2,2,2,2,2, ,2,0,0,0,0,0,16758,68,1,02,2
14,0518,12B156,01,40018,3,1,0,02,0,0,0,0,5,1,1,1,1,1,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,1,1,2, ,2,2,1,2,2,2,1,1,2, ,2,2,1,2,2,2,1,1,2, ,2,1,2,2,2,2,2,1,2, ,2,100,500,200,100,60,2,3,3,2,1,2,1,2,2,1,1,1,1,1,1,1,4, ,1,1,1,1,1,1,15603,27,2,04,3
14,0518,12B156,01,40018,1,1,0,02,0,0,0,0,0,1,1,1,1,1,2,2,2,2,1,2,2,2, ,2,2,2,2,1,1,2,2,2, ,2,2,2,2,2,1,2,2,2, ,2,2,2,2,2,1,2,2,2, ,2,2,2,1,2,1,2,2,2, ,2,0,0,0,0,0,3,3,3,4,3,2,2,2,2,2,1,2,2,1,2,1,2, ,1,1,2,1,1,1,38871,66,2,04,3
14,0518,13A161,01,40020,3,1,0,02,0,0,0,0,0,1,1,1,1,1,2,2,1,1,1,2,2,2, ,2,2,1,1,1,1,2,2,2, ,2,2,2,1,2,1,2,2,2, ,2,2,2,2,2,1,1,2,2, ,2,2,1,1,2,1,2,2,2, ,2,0,300,0,0,50,4,2,4,4,2,2,2,2,2,2,1,1,1,1,2,1,2, ,1,2,2,2,1,1,17362,46,1,03,3
14,0518,13A161,01,40020,2,1,0,01,0,0,0,0,0,1,1,1,1,1,2,2,1,1,1,2,2,2, ,2,2,2,2,1,1,2,2,2, ,2,2,2,2,2,1,2,2,2, ,2,2,2,2,2,1,1,2,2, ,2,1,2,1,2,1,2,2,2, ,2,0,100,0,0,20,4,2,4,3,2,2,2,2,2,2,1,2,2,1,2,1,2, ,1,2,2,2,1,1,7889,65,2,02,6
14,0518,13A161,01,40020,4,1,0,02,0,0,0,0,0,1,1,1,1,1,2,2,1,1,1,2,1,2, ,2,2,2,1,1,1,1,2,2, ,2,1,2,2,2,1,2,2,2, ,2,2,2,2,2,1,1,2,2, ,2,2,2,1,2,1,2,1,2, ,2,200,300,200,100,50,2,2,3,3,2,1,1,1,1,2,1,1,1,1,2,1,2, ,1,1,1,1,1,1,13771,37,2,07,5
14,0518,13A161,01,40020,1,1,0,02,0,0,0,0,0,1,1,1,1,1,2,2,1,1,1,2,2,2, ,2,2,2,2,1,1,1,2,2, ,2,2,2,2,2,1,1,2,2, ,2,2,2,2,2,1,2,2,2, ,2,2,2,1,2,1,2,2,2, ,2,100,250,0,0,40,3,2,4,3,2,2,2,2,2,2,1,1,1,1,2,1,2, ,1,1,2,1,1,1,13659,50,2,07,5
14,0518,13A175,01,40110,3,1,0,01,1,1,0,0,2,1,1,1,1,1,2,2,1,1,1,2,1,2, ,2,2,2,1,1,1,2,1,2, ,2,2,2,2,2,1,1,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,1,2,1,2,1,2, ,2,100,500,100,100,50,3,1,3,3,2,1,1,2,1,2,1,1,1,1,1,1,3, ,1,1,2,1,1,1,9590,25,1,07,4
14,0518,13A175,01,40110,2,1,0,02,0,0,0,0,2,1,1,2,1,1,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,200,200,100,100,50,4,2,4,2,2,1,1,1,2,2,1,1,1,2,1,2,2, ,1,1,2,1,1,1,22122,22,1,04,3
14,0518,13A175,01,40110,1,1,0,01,3,2,2,1,5,1,1,1,1,1,2,2,1,1,1,2,1,2, ,2,2,2,2,1,1,1,1,2, ,2,1,2,2,2,1,2,1,2, ,2,1,2,2,2,1,2,1,2, ,2,2,2,1,2,1,2,1,2, ,2,200,500,200,200,60,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,3, ,1,1,1,1,1,1,19180,29,1,09,1
14,0518,12A172,01,40135,1,1,0,01,0,0,1,2,0,1,1,1,1,1,2,2,2,2,1,2,2,2, ,2,2,2,2,2,1,1,2,2, ,2,2,2,2,2,1,2,2,2, ,2,2,2,1,1,2,2,2,2, ,2,2,2,2,2,1,2,2,2, ,2,150,100,100,0,60,2,3,3,2,3,2,1,2,1,2,1,2,2,2,2,2,4, ,1,1,1,1,1,1,8203,73,2,03,3
14,0518,12A172,01,40135,4,1,0,05,0,2,0,0,4,1,1,1,1,1,2,2,2,2,2,1,1,2, ,2,2,2,2,1,2,1,1,2, ,2,2,2,2,1,2,1,1,2, ,2,2,2,2,1,2,2,1,2, ,2,2,2,2,1,2,2,1,2, ,2,100,300,100,0,40,3,2,3,3,2,1,1,1,2,1,1,2,2,1,2,1,1, ,1,1,2,1,1,1,44064,28,1,07,5
14,0518,12A172,01,40135,2,1,0,02,0,0,0,0,0,1,1,2,1,1,2,2,2,2,1,1,2,2, ,2,2,2,2,2,1,1,2,2, ,2,2,2,1,1,2,2,2,2, ,2,2,2,2,2,1,1,2,2, ,2,2,2,1,2,1,2,2,2, ,2,100,200,200,0,30,2,1,2,3,3,2,2,2,2,2,1,1,1,9,2,1,3, ,1,1,1,1,1,1,15189,61,2,02,6
14,0518,12A172,01,40135,3,1,0,01,1,1,0,0,0,1,1,1,1,1,2,2,2,1,1,1,2,2, ,2,2,2,1,1,1,2,2,2, ,2,2,2,2,1,1,2,2,2, ,2,2,2,2,2,1,1,2,2, ,2,2,2,1,2,1,2,2,2, ,2,150,300,150,100,40,2,2,2,2,2,1,1,2,2,1,1,1,1,1,2,1,4, ,1,1,2,1,1,1,22783,62,2,04,3
14,0518,11A172,01,40140,2,1,0,03,0,1,0,0,2,1,1,1,1,1,2,2,2,1,2,2,1,2, ,2,2,2,2,1,2,1,1,2, ,2,2,2,2,2,1,2,1,2, ,2,2,2,2,2,1,1,2,2, ,2,2,2,1,2,2,2,1,2, ,2,100,300,100,50,40,3,2,3,3,2,1,2,2,2,2,1,1,1,1,2,1,4, ,1,2,2,1,1,1,42126,23,1,03,3
14,0518,11A172,01,40140,1,1,0,02,0,1,0,0,1,1,1,1,1,1,2,2,1,2,1,2,2,2, ,2,2,2,1,1,1,2,2,2, ,2,2,2,2,2,1,2,2,2, ,2,2,2,2,2,1,2,2,2, ,2,2,2,1,2,1,2,2,2, ,2,60,150,50,50,30,3,2,3,3,2,2,2,2,2,2,1,2,2,1,2,1,2, ,1,2,2,1,1,1,12590,55,2,03,3
14,0518,11A172,01,40140,3,1,0,02,0,1,0,0,2,1,1,1,1,1,2,2,2,1,1,2,2,2, ,2,2,2,2,1,1,1,2,2, ,2,2,2,2,2,1,2,2,2, ,2,2,2,1,2,2,2,2,2, ,2,1,2,1,2,1,2,2,2, ,2,50,200,50,50,25,3,2,3,3,2,2,2,2,2,2,1,1,1,1,2,1,2, ,1,2,2,1,1,1,11869,40,2,03,3
14,0518,11A172,01,40140,4,1,0,02,0,0,0,0,0,1,1,1,1,1,2,2,2,1,1,2,2,2, ,2,2,2,2,2,1,1,2,2, ,2,2,2,2,2,1,2,2,2, ,2,2,2,2,2,1,2,2,2, ,2,2,2,1,2,1,2,2,2, ,2,100,250,50,50,30,2,2,3,3,2,2,2,2,2,2,1,2,2,1,2,1,2, ,1,1,2,1,1,1,17659,46,2,00, 
14,0518,12B157,01,40179,1,1,0,01,0,0,0,0,0,1,1,1,1,1,2,2,2,1,1,2,2,2, ,2,2,2,2,1,1,1,2,2, ,2,2,2,1,2,1,2,2,2, ,2,2,2,2,1,1,2,2,2, ,2,2,2,1,2,1,2,2,2, ,2,0,0,0,0,30,3,2,3,3,2,1,1,2,1,2,1,1,1,1,2,1,2, ,1,2,2,2,1,1,15861,36,1,04,3
14,0518,12B157,01,40179,4,1,0,02,0,0,0,0,3,1,1,1,2,1,2,2,2,1,1,2,2,2, ,2,2,2,2,1,1,1,2,2, ,2,2,2,2,2,1,2,2,2, ,2,2,2,2,2,1,2,2,2, ,2,2,2,1,2,1,2,2,2, ,2,0,300,0,0,40,3,2,3,4,2,2,2,2,2,2,1,1,2,2,2,1,2, ,1,2,2,2,1,1,6566,35,2,04,3
14,0518,12B157,01,40179,3,1,0,02,0,0,0,0,0,1,1,1,1,1,2,2,2,2,1,2,2,2, ,2,2,2,2,1,1,1,2,2, ,2,2,2,2,2,1,2,2,2, ,2,2,2,2,2,1,2,2,2, ,2,2,2,1,2,1,2,2,2, ,2,0,250,30,0,30,3,2,3,4,2,2,2,2,2,2,1,1,1,1,2,1,2, ,1,2,2,2,1,1,26266,38,2,02,6
14,0518,12B157,01,40179,2,1,0,04,0,1,0,0,1,1,1,1,1,1,2,2,2,2,1,2,1,2, ,2,2,2,2,1,1,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,1,2,2,2,1,2, ,2,50,200,50,0,40,3,2,3,4,2,2,2,2,2,2,1,1,1,1,2,1,2, ,1,2,2,2,1,1,32330,26,1,03,2
14,0518,12A173,01,40269,4,1,0,04,0,0,0,0,3,1,1,1,1,1,2,2,2,1,1,2,1,2, ,2,2,2,1,1,1,2,1,2, ,2,2,2,2,2,1,2,1,2, ,2,2,2,2,2,1,2,1,2, ,2,2,2,1,2,1,2,1,2, ,2,100,350,50,50,40,3,1,3,3,2,1,1,2,1,2,1,1,1,1,1,1,2, ,1,2,2,1,1,1,39241,24,1,03,3
14,0518,12A173,01,40269,3,1,0,01,0,0,0,0,0,1,1,1,1,1,2,2,2,2,1,1,2,2, ,2,2,2,2,1,1,1,2,2, ,2,2,2,2,2,1,1,2,2, ,2,2,2,2,2,1,1,2,2, ,2,2,2,1,2,1,2,2,2, ,2,0,200,0,0,50,2,2,2,2,2,1,1,2,2,2,1,2,2,1,2,1,2, ,1,2,2,2,1,1,36647,58,2,07,1
14,0518,12A173,01,40269,2,1,0,01,0,1,0,0,3,1,1,1,1,1,2,2,2,2,1,2,1,2, ,2,2,2,1,1,2,2,1,2, ,2,2,2,2,2,1,2,2,2, ,2,2,2,2,2,1,2,1,2, ,2,2,2,1,2,1,2,1,2, ,2,100,400,0,0,50,2,2,3,3,2,1,1,2,2,2,1,1,1,1,1,1,2, ,1,1,2,1,1,1,15890,31,2,02,6
14,0518,12A173,01,40269,1,1,0,04,0,2,0,0,4,1,1,1,1,1,2,2,2,1,1,2,1,2, ,2,2,2,2,1,1,1,1,2, ,2,2,2,2,2,1,1,2,2, ,2,2,2,2,2,1,1,2,2, ,2,2,2,1,2,1,2,1,2, ,2,200,300,100,100,50,2,2,3,3,2,1,1,1,2,2,1,1,1,1,2,1,3, ,1,2,2,1,1,1,39241,19,1,07,1
14,0518,13B158,01,40306,4,1,0,03,0,1,0,0,2,1,1,1,1,1,2,2,2,1,1,2,1,2, ,2,2,2,1,1,1,2,1,2, ,2,2,2,2,2,1,2,1,2, ,2,2,2,2,2,1,2,1,2, ,2,2,2,1,2,2,2,1,2, ,2,200,400,150,50,50,3,1,3,3,2,1,1,2,1,2,1,1,1,1,2,1,2, ,1,1,2,1,1,1,43400,31,1,03,2
14,0518,13B158,01,40306,3,1,0,02,0,1,1,0,4,1,1,1,1,1,2,2,1,1,1,2,1,2, ,2,2,2,1,1,1,2,1,2, ,2,1,2,2,2,1,2,1,2, ,2,1,2,2,2,2,2,1,2, ,2,2,2,1,2,1,2,1,2, ,2,200,400,200,200,60,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,3, ,1,1,2,1,1,1,13233,21,2,07,2
14,0518,13B158,01,40306,2,1,0,01,0,0,0,0,0,1,1,1,1,1,2,2,1,1,1,2,2,2, ,2,2,2,2,2,1,1,2,2, ,2,2,2,2,2,1,1,2,2, ,2,2,2,2,2,1,2,2,2, ,2,2,2,1,2,1,2,2,2, ,2,100,200,100,100,40,3,2,3,3,2,2,2,2,2,2,1,1,1,1,2,1,2, ,1,1,2,1,1,1,14818,45,1,03,3
14,0518,13B158,01,40306,1,1,0,02,0,0,0,0,0,1,1,1,1,1,2,1,2,1,1,2,2,2, ,2,2,2,1,1,1,2,2,2, ,2,2,2,2,2,1,1,2,2, ,2,2,2,2,2,1,2,2,2, ,2,2,2,1,2,1,2,2,2, ,2,100,300,100,100,40,2,2,3,2,2,2,2,2,2,2,1,1,1,1,2,1,2, ,1,2,2,2,1,1,11658,48,2,02,6
14,0518,12B158,01,40308,4,1,0,02,0,0,0,0,0,1,1,1,1,1,2,2,2,2,1,2,2,2, ,2,2,2,2,2,1,1,2,2, ,2,2,2,2,2,1,1,2,2, ,2,2,2,2,2,1,2,2,2, ,2,2,2,1,2,1,2,2,2, ,2,50,150,50,50,40,3,2,3,3,2,1,1,2,2,2,1,2,2,2,2,1,2, ,1,1,2,1,1,1,22395,61,2,06,3
14,0518,12B158,01,40308,2,1,0,02,0,2,0,0,5,1,1,1,1,1,2,2,2,2,1,1,1,2, ,2,2,2,1,1,1,1,2,2, ,2,2,2,2,2,1,2,1,2, ,2,2,2,2,2,1,2,1,2, ,2,2,2,1,2,1,2,1,2, ,2,200,300,100,100,50,2,2,2,2,2,1,1,1,2,2,1,1,1,1,2,1,3, ,1,1,2,1,1,1,16999,37,1,07,5
14,0518,12B158,01,40308,3,1,0,01,0,0,0,0,0,1,1,1,1,1,2,2,2,2,1,2,2,2, ,2,2,2,1,2,1,2,2,2, ,2,2,2,2,2,1,2,2,2, ,2,2,2,2,2,1,2,2,2, ,2,2,2,2,2,1,2,2,2, ,2,0,0,0,0,0,3,3,3,3,3,1,1,2,1,2,1,2,2,1,2,1,2, ,1,1,1,1,1,1,8064,82,2,02,3
14,0518,12B158,01,40308,1,1,0,04,1,3,0,1,9,1,1,1,1,1,2,2,1,1,1,2,1,2, ,2,2,2,2,1,1,1,1,2, ,2,2,2,2,2,1,2,1,2, ,2,1,2,2,2,2,2,1,2, ,2,2,2,1,2,1,2,1,2, ,2,200,500,200,200,60,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,3, ,1,1,1,1,1,1,32367,26,2,07,5
14,0518,12A174,01,40396,3,1,0,03,0,2,0,0,4,1,1,1,1,1,2,2,2,1,1,2,1,2, ,2,2,2,1,1,1,2,1,2, ,2,2,2,2,2,1,1,1,2, ,2,2,2,2,2,1,2,1,2, ,2,2,2,1,2,1,2,1,2, ,2,200,300,100,100,40,2,2,3,2,2,1,1,2,1,2,1,1,1,1,2,1,2, ,1,1,2,1,1,1,30480,24,2,07,5
14,0518,12A174,01,40396,2,1,0,02,0,0,0,0,0,1,1,1,1,1,2,2,2,1,1,2,2,2, ,2,2,2,2,1,1,1,2,2, ,2,2,2,2,2,1,1,2,2, ,2,2,2,2,2,1,1,2,2, ,2,2,2,1,2,1,2,2,2, ,2,0,0,0,0,30,3,2,3,3,2,1,1,2,2,2,1,1,1,1,9,1,2, ,1,2,2,2,1,1,13536,43,2,03,3
14,0518,12A174,01,40396,4,1,0,02,1,2,0,0,4,1,1,1,1,1,2,2,1,1,1,2,1,2, ,2,2,2,1,1,1,2,1,2, ,2,2,2,2,1,1,2,1,2, ,2,2,2,2,2,1,2,1,2, ,2,2,2,1,2,2,2,1,2, ,2,100,300,100,100,50,2,2,3,3,1,1,1,1,1,1,1,1,1,1,2,1,2, ,1,1,2,1,1,1,15564,31,2,04,3
14,0518,12A174,01,40396,1,1,0,01,0,1,0,0,0,1,1,1,1,1,2,2,2,2,1,2,2,2, ,2,2,2,2,2,1,2,2,2, ,2,2,2,2,2,1,2,2,2, ,2,2,2,1,1,2,2,2,2, ,2,2,2,1,2,2,2,2,2, ,2,60,150,50,30,60,2,2,3,2,1,2,2,2,1,1,1,1,1,1,2,2,4, ,1,1,2,2,1,1,34132,48,1,03,3
14,0518,13A174,01,40400,4,1,0,04,0,0,0,0,10,2,1,1,2,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,1,2,2, ,2,1,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,1,2,2,2,1,2, ,2,100,250,150,0,30,2,3,4,3,3,1,1,1,9,1,1,2,1,1,1,1,2, ,1,1,2,1,1,1,44311,18,1,02,6
14,0518,13A174,01,40400,3,1,0,02,1,1,0,0,3,1,1,1,1,1,2,2,2,1,1,2,1,2, ,2,2,2,1,1,1,2,1,2, ,2,2,2,2,2,1,1,2,2, ,2,2,2,2,2,1,1,1,2, ,2,2,2,1,2,1,2,1,2, ,2,200,300,100,100,50,2,2,3,2,2,1,1,2,2,2,1,1,1,1,1,1,4, ,1,1,2,1,1,1,26354,22,2,04,3
14,0518,13A174,01,40400,1,1,0,02,0,10,1,0,1,1,1,1,1,1,2,2,2,2,2,1,2,2, ,2,2,2,2,2,1,1,2,2, ,2,2,2,1,2,2,2,2,2, ,2,2,2,2,2,1,2,2,2, ,2,2,2,2,2,2,2,1,2, ,2,200,300,150,0,50,3,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,4, ,1,1,1,1,1,1,15606,40,2,04,3
21,0518,11B156,02,40015,1,1,0,01,0,1,0,0,3,1,1,2,1,1,1,2,2,1,2,2,2,2, ,2,1,2,2,2,2,1,1,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,1,1,2, ,2,1,2,2,2,1,2,1,2, ,2,0,300,0,0,40,3,2,3,3,2,1,1,2,2,2,1,1,1,9,9,1,3, ,1,1,2,2,1,1,27166,43,1,04,3
21,0518,11B156,02,40015,2,1,0,01,0,0,0,0,0,2,2,2,2,1,1,2,2,2,2,2,2,2, ,2,1,2,2,2,1,2,2,2, ,2,2,2,2,2,2,2,2,2, ,1,1,2,2,2,1,1,2,2, ,2,1,2,2,2,1,2,2,2, ,2,0,0,0,0,70,4,4,4,4,1,2,2,2,2,2,1,2,2,2,2,2,2, ,1,2,2,2,1,1,11247,44,2,02,1
21,0518,11B156,02,40015,4,1,0,03,0,0,0,0,0,1,1,2,1,1,2,1,2,2,1,2,2,2, ,2,1,2,2,2,2,1,2,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,2,2,1,1,2,2, ,2,1,2,2,2,1,2,2,2, ,2,0,0,0,0,30,4,4,4,4,3,2,2,2,2,2,1,1,1,1,1,1,4, ,1,1,1,2,1,1,21269,46,1,02,6
21,0518,12B156,02,40019,4,1,1,01,0,2,0,0,6,1,1,1,1,1,2,2,2,1,2,2,2,2, ,2,2,2,2,1,2,2,1,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,1,2, ,2,2,2,2,1,2,2,1,2, ,2,0,700,0,100,100,4,2,4,3,2,2,2,2,2,2,1,2,2,2,2,2,3, ,1,2,2,2,1,1,7051,41,1,03,3
21,0518,12B156,02,40019,2,1,2,01,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,1000,1000,1000,1000,100,1,2,2,2,1,1,1,1,9,1,1,1,2,2,2,1,3, ,1,1,2,1,1,1,6713,30,2,07,4
21,0518,12B156,02,40019,1,1,0,02,1,0,0,0,12,1,1,1,1,1,1,2,2,1,2,2,1,2, ,2,2,2,1,1,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,1,2,2,2,1,2, ,2,1,2,1,1,2,2,1,2, ,2,500,500,300,300,100,2,3,3,2,2,2,2,2,2,1,1,9,2,2,2,1,3, ,1,1,1,1,1,1,11677,37,2,07,5
21,0518,12B156,02,40019,3,1,2,01,0,0,0,0,12,1,1,1,1,1,1,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,1,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,1,2,2,2,2,2,1,2, ,2,500,700,300,500,90,3,2,3,2,1,2,2,2,1,1,1,2,9,1,2,1,2, ,1,1,1,1,1,1,5791,48,2,03,3
21,0518,11A161,02,40020,3,1,0,02,1,0,0,2,6,1,1,1,1,1,2,2,2,1,2,2,2,2, ,2,2,2,2,1,2,2,2,2, ,2,2,2,2,1,2,2,2,2, ,2,2,2,2,1,2,2,2,2, ,2,2,2,2,1,2,2,2,2, ,2,100,200,0,0,50,2,2,3,2,2,2,2,2,2,2,1,1,1,9,2,2,1, ,1,1,2,2,1,1,12895,31,2,04,3
21,0518,11A161,02,40020,1,1,0,01,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,0,0,0,0,0,4,4,4,4,4,2,2,2,9,2,1,2,2,2,2,2,4, ,2,0,0,0,0,0,6925,72,1,02,1
21,0518,11A161,02,40020,2,1,0,02,3,0,0,1,8,1,1,1,1,1,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,200,300,200,200,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3, ,1,1,1,1,1,1,22431,37,2,03,3
21,0518,13A161,02,40056,4,1,0,01,0,5,0,4,25,1,1,1,1,1,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,500,800,500,200,100,2,1,3,2,1,1,1,1,1,1,1,1,1,2,9,1,1, ,1,1,1,2,1,1,12612,55,2,09,2
21,0518,13A161,02,40056,3,1,0,01,0,1,0,1,14,1,1,1,1,1,1,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,1,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,300,400,300,200,150,2,2,3,2,1,2,2,2,2,2,1,1,1,2,2,1,1, ,1,1,1,1,1,2,7318,26,1,07,5
21,0518,11A172,02,40139,2,1,0,04,0,0,0,0,10,1,1,1,1,1,2,2,2,1,2,2,1,2, ,2,2,2,2,1,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,1,2,2,1,2, ,2,0,300,0,0,80,3,3,4,4,2,2,2,2,2,2,1,2,2,2,2,9,2, ,1,2,2,2,1,1,28871,20,2,04,3
21,0518,11A172,02,40139,4,1,0,01,0,0,0,0,0,1,1,1,1,1,2,2,2,1,2,2,2,2, ,2,2,2,1,1,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,1,2,2,2,2, ,2,2,2,1,1,2,2,1,2, ,2,0,300,0,0,50,3,2,3,3,3,2,2,2,2,2,1,2,2,2,2,9,4, ,1,2,2,2,1,1,12822,38,2,02,2
21,0518,12A172,02,40142,2,1,0,02,0,0,1,0,5,1,1,1,1,1,2,2,2,2,2,1,1,2, ,2,2,2,2,1,2,2,1,2, ,2,1,2,2,2,2,2,2,2, ,2,1,2,2,2,2,2,1,2, ,2,1,2,2,2,1,2,1,2, ,2,200,250,100,100,40,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,2, ,1,1,1,1,1,1,14720,44,2,03,3
21,0518,12A172,02,40142,4,1,0,01,0,2,0,0,5,1,1,1,1,1,2,2,2,2,2,2,1,2, ,2,2,2,2,1,2,1,1,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,1,1,2, ,2,1,2,2,1,2,2,1,2, ,2,0,400,100,100,50,4,2,3,3,2,2,2,2,2,2,1,1,1,2,2,1,3, ,1,1,2,2,1,1,22079,38,2,04,3
21,0518,12A172,02,40142,1,1,0,02,0,0,0,0,2,1,1,2,1,1,2,2,2,1,1,2,2,2, ,2,2,2,1,2,2,1,2,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,2,1,2,2,2,2, ,2,2,2,1,2,1,1,2,2, ,2,200,250,0,0,100,3,3,4,4,2,2,2,2,2,2,1,2,2,2,2,2,2, ,1,2,2,2,1,2,14720,40,2,03,3
