cd,periodo,folio,entidad,control,viv_sel,num_hog,hog_mud,n_ren_ele,p1_1,p1_2,p1_3,p1_4,p1_5,p2_1,p2_2,p2_3,p2_4,p2_5,p3_1_1,p3_1_2,p3_1_3,p3_1_4,p3_1_5,p3_1_6,p3_1_7,p3_1_8,p3_1_8a,p3_1_9,p3_2_1,p3_2_2,p3_2_3,p3_2_4,p3_2_5,p3_2_6,p3_2_7,p3_2_8,p3_2_8a,p3_2_9,p3_3_1,p3_3_2,p3_3_3,p3_3_4,p3_3_5,p3_3_6,p3_3_7,p3_3_8,p3_3_8a,p3_3_9,p3_4_1,p3_4_2,p3_4_3,p3_4_4,p3_4_5,p3_4_6,p3_4_7,p3_4_8,p3_4_8a,p3_4_9,p3_5_1,p3_5_2,p3_5_3,p3_5_4,p3_5_5,p3_5_6,p3_5_7,p3_5_8,p3_5_8a,p3_5_9,p4_1,p4_2,p4_3,p4_4,p4_5,p5_1,p5_2,p5_3,p5_4,p5_5,p6_1,p6_2,p6_3,p6_4,p6_5,p7,p8_1,p8_2,p8_3,p8_4,p8_5,p9m,p9m_a,p10,p11_1,p11_2,p11_3,p11_4,p11_5,factor,edad,sexo,nivel,anio
02,0517,13A154,14,40591,4,1,0,01,0,0,0,0,10,1,1,1,1,1,2,2,2,2,1,2,2,2, ,2,2,2,2,1,1,1,2,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,2,2,1,2,2,2, ,2,1,2,2,1,1,2,2,2, ,2,300,500,99999,99999,80,3,2,4,3,2,1,1,2,2,2,1,1,2,2,2,2,3, ,2,0,0,0,0,0,13537,36,1,07,4
02,0517,13A154,14,40591,3,1,0,02,0,0,0,0,0,1,1,2,1,1,2,2,2,2,1,2,2,2, ,2,2,2,2,1,1,1,2,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,2,2,1,2,2,2, ,2,1,2,2,1,1,2,2,2, ,2,100,200,100,30,50,2,2,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2, ,2,0,0,0,0,0,24136,40,2,03,2
02,0517,13A154,14,40591,2,1,0,04,0,0,0,0,11,1,1,1,2,1,2,2,2,2,1,2,1,2, ,2,2,2,2,2,1,1,1,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,1,2,2,1,1,1,1,2, ,2,200,500,0,99999,120,2,2,4,3,1,1,1,1,1,2,1,1,2,2,2,1,3, ,1,2,2,2,2,2,27924,21,1,03,3
02,0517,13A154,14,40591,1,1,0,01,0,0,0,0,12,1,1,1,1,1,2,1,2,2,1,2,1,2, ,2,1,2,2,1,1,1,2,2, ,2,2,2,2,2,1,2,2,2, ,2,2,2,2,2,1,2,2,2, ,2,1,2,2,1,1,2,2,2, ,2,250,600,150,120,100,2,2,3,2,2,1,1,1,1,2,1,1,2,2,2,1,1, ,2,0,0,0,0,0,15591,32,1,04,3
01,0517,11B156,15,40013,3,1,0,03,0,1,0,0,1,2,2,2,2,1,2,2,2,2,2,2,1,2, ,2,2,2,2,1,2,2,1,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,1,2,2,2, ,2,200,200,0,50,30,2,3,4,4,2,1,1,1,2,1,1,1,1,1,1,1,2, ,1,1,2,1,1,1,30838,19,1,02,6
01,0517,11B156,15,40013,2,1,0,01,0,0,0,0,0,2,1,1,1,1,2,2,2,2,1,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,1,2,2,2,2,2, ,2,2,2,1,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,2,150,300,20,80,30,2,3,3,3,1,2,2,2,2,2,1,1,1,2,2,1,4, ,1,2,2,2,2,1,14950,36,1,03,2
01,0517,11B156,15,40013,1,1,0,01,0,0,1,0,1,2,1,1,2,1,2,2,2,2,1,2,2,2, ,2,2,2,2,1,2,2,2,2, ,2,1,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2, ,1,2,1,2,2,1,2,2,2, ,2,100,150,20,10,30,2,4,1,4,2,2,1,2,2,1,1,1,1,1,2,1,4, ,1,1,2,2,2,1,14950,36,1,03,3
01,0517,11B156,15,40015,3,1,0,02,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2, ,2,2,2,1,1,2,1,2,2, ,2,2,2,2,1,2,2,2,2, ,2,2,2,2,2,2,2,2,2, ,1,2,1,1,2,1,1,2,2, ,2,100,50,50,30,50,2,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,2, ,1,1,1,2,1,1,12723,43,2,04,3
01,0517,11B156,15,40015,1,1,0,01,0,0,1,0,4,1,1,2,1,1,2,2,2,2,1,2,2,2, ,2,2,2,2,1,2,2,2,2, ,2,2,2,2,2,2,2,2,2, ,1,1,2,2,2,2,2,2,2, ,2,2,1,1,2,1,2,2,2, ,2,100,200,50,30,35,4,2,4,3,2,2,2,2,2,2,1,2,1,1,2,1,2, ,1,2,2,2,1,1,7660,24,2,03,3
01,0517,11B156,15,40015,2,1,0,01,0,0,0,0,2,1,1,1,1,1,2,2,2,2,1,2,2,2, ,2,2,2,1,1,2,2,2,2, ,2,2,2,1,2,2,2,2,2, ,2,1,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,2,150,150,0,30,50,3,3,3,3,3,1,1,1,2,1,1,1,1,1,2,2,3, ,1,1,2,1,1,1,6362,42,2,02,6
01,0517,11B156,15,40015,4,1,0,02,0,0,0,3,6,1,1,1,1,1,2,2,2,2,2,2,1,2, ,2,2,2,2,1,1,2,2,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,1,2,2,2,2,2, ,2,2,1,2,2,2,2,2,2, ,2,200,500,200,50,50,3,2,2,2,1,1,2,1,1,1,1,1,1,2,2,2,4, ,1,1,1,1,1,1,15320,23,2,04,3
01,0517,12B156,15,40017,3,1,0,01,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,1,2,2,2, ,2,200,300,200,100,50,3,3,4,4,3,2,2,2,2,2,1,2,2,2,2,1,1, ,1,2,2,2,1,1,7814,62,1,04,3
01,0517,12B156,15,40017,2,1,0,02,0,0,0,10,15,1,1,1,1,1,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,1,1,2,2,2,2,2, ,2,2,2,1,2,2,2,1,2, ,2,200,0,0,100,50,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4, ,1,1,1,2,1,1,15871,70,2,05,4
01,0517,12B156,15,40017,4,1,0,02,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,200,200,200,200,200,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,4, ,1,1,1,1,1,1,17448,30,2,05,4
01,0517,12B156,15,40017,1,1,0,02,2,0,0,3,20,1,1,1,1,1,2,1,1,2,2,2,2,2, ,2,2,1,2,2,2,2,2,2, ,2,2,2,1,2,2,2,2,2, ,2,2,2,1,2,2,2,2,2, ,2,2,1,1,2,2,2,2,2, ,2,250,500,200,50,100,2,2,3,2,1,1,1,1,2,1,1,1,1,2,2,1,1, ,1,1,1,1,1,1,15871,66,2,06,3
01,0517,11B156,15,40018,2,1,0,01,0,0,0,0,0,1,1,1,1,1,2,1,2,2,1,2,2,2, ,2,2,2,1,1,2,2,2,2, ,2,1,2,1,2,2,2,2,2, ,2,1,2,2,2,2,2,2,2, ,2,2,1,2,2,1,2,2,2, ,2,100,80,50,30,35,4,2,4,2,2,2,2,2,2,2,1,1,2,1,1,1,4, ,1,1,1,2,1,1,25899,63,1,02,6
01,0517,11B156,15,40018,1,1,0,01,0,0,0,0,0,2,2,2,2,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,1,2,2,2, ,2,0,0,0,0,0,4,4,4,4,3,2,2,2,2,2,1,2,2,2,2,2,2, ,2,0,0,0,0,0,7629,67,1,02,6
01,0517,11B156,15,40018,3,1,0,01,1,3,3,12,2,1,1,1,1,1,1,2,2,2,2,2,1,2, ,2,2,2,2,2,2,1,1,2, ,2,1,2,2,2,2,2,2,2, ,2,2,2,2,2,1,1,1,2, ,2,2,2,2,2,2,2,1,2, ,2,350,350,50,50,35,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2,1,4, ,1,1,1,1,1,1,14188,42,1,03,3
01,0517,11B156,15,40018,4,1,0,01,0,0,0,2,2,2,1,2,1,1,2,1,2,2,1,2,2,2, ,2,2,2,1,1,2,2,2,2, ,2,2,2,2,2,2,2,2,2, ,1,2,1,2,2,1,2,2,2, ,2,2,2,2,2,1,2,1,2, ,2,150,100,100,200,30,2,4,4,1,1,2,2,2,1,1,1,1,1,1,1,1,3, ,1,1,2,2,1,2,16340,27,1,06,3
01,0517,11A161,15,40019,2,1,0,01,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,0,0,0,0,0,4,4,4,4,4,2,2,2,2,2,1,2,2,2,2,2,2, ,1,1,2,2,1,1,8355,79,1,02,2
01,0517,11A161,15,40019,1,1,0,01,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,0,0,0,0,0,4,4,4,4,4,2,2,2,2,2,2,0,0,0,0,0,4, ,1,1,1,2,1,1,8355,67,1,00, 
01,0517,11A161,15,40019,3,1,0,01,0,0,0,0,0,1,1,2,2,1,2,2,1,2,2,2,2,2, ,2,2,2,1,1,2,2,2,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,1,1,1,2,2, ,2,200,200,100,100,80,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,3, ,1,1,1,2,1,1,36191,48,2,00, 
01,0517,13A161,15,40020,3,1,0,05,0,3,2,2,3,1,1,1,1,1,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,1,2,1,2, ,2,2,2,2,2,1,2,1,2, ,2,200,200,200,200,50,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,4, ,1,1,1,1,1,1,38762,18,2,03,3
01,0517,13A161,15,40020,4,1,0,01,8,0,0,6,20,1,1,2,1,1,2,1,2,2,2,2,2,2, ,2,2,1,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2, ,1,2,1,2,2,2,2,2,2, ,2,2,1,2,2,2,2,2,2, ,2,800,0,0,0,200,2,4,4,2,2,2,2,2,2,2,1,2,2,2,2,2,3, ,1,1,1,1,1,1,16482,63,1,05,4
01,0517,13A161,15,40020,2,1,0,03,0,0,0,0,0,1,1,1,1,1,2,2,2,2,1,2,2,2, ,2,2,2,2,2,1,2,2,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,2,2,1,2,2,2, ,2,2,2,2,2,1,2,2,2, ,2,0,0,0,0,0,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,1,1,1,1,1,1,32192,40,2,04,1
01,0517,11A161,15,40021,3,1,0,02,0,0,0,0,3,2,1,2,2,1,2,2,2,2,2,2,2,2, ,1,2,2,2,1,2,2,2,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,1,1,2,1,2, ,2,50,50,50,30,50,3,3,4,2,2,1,1,1,2,2,1,1,1,1,2,1,1, ,1,1,1,1,1,1,29557,40,1,06,3
01,0517,11A161,15,40021,2,1,0,04,0,0,0,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,1,2,2,2,2,2, ,2,2,2,2,1,1,2,2,2, ,2,50,50,50,50,50,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,2, ,1,1,1,2,1,1,30120,27,2,04,3
01,0517,11A161,15,40021,4,1,0,03,0,0,0,0,0,2,2,1,2,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,1,1,2,2,2,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,2,1,1,2,2,2, ,2,0,100,0,100,50,3,3,4,3,1,1,1,1,2,2,1,1,1,1,1,1,2, ,1,1,2,2,1,1,15809,42,2,03,2
01,0517,11A161,15,40021,1,1,0,02,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,0,0,0,0,0,4,4,4,4,4,2,2,2,2,2,1,2,2,2,2,2,4, ,1,1,2,2,1,1,10959,74,2,02,1
01,0517,12A161,15,40022,4,1,0,02,0,0,0,0,0,2,2,2,2,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,1,1,2,2,2, ,2,100,100,50,50,50,2,2,4,3,2,2,2,2,2,2,1,1,1,1,1,1,4, ,1,1,1,1,1,1,12785,45,2,04,3
01,0517,12A161,15,40022,2,1,0,01,0,0,0,0,3,1,1,1,2,1,2,2,2,2,2,2,2,1,AL PASAR POR EL LUGAR,2,2,2,2,1,2,2,2,2, ,2,2,2,2,2,2,2,2,1,AL PASAR POR EL LUGAR,2,2,2,2,2,2,2,2,2, ,1,2,2,2,1,1,2,2,2, ,2,50,50,50,50,50,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,4, ,1,1,1,2,1,1,17944,47,1,06,3
01,0517,12A161,15,40022,1,1,0,04,0,0,0,0,0,2,2,2,2,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,1,1,2,2,2, ,2,50,50,50,20,20,4,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2, ,1,1,2,2,1,1,33560,28,2,03,3
01,0517,11A161,15,40023,2,1,0,03,0,0,0,0,0,1,2,1,1,1,1,2,1,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2, ,1,1,2,1,2,2,2,2,2, ,2,1,2,1,2,2,2,2,2, ,2,2,2,2,1,1,2,1,2, ,2,100,50,30,30,20,3,3,2,2,2,2,2,2,2,2,1,1,1,1,2,1,4, ,1,1,1,2,1,1,22401,19,2,04,3
01,0517,11A161,15,40023,1,1,0,02,3,1,2,1,0,1,1,1,1,1,1,2,2,2,2,2,2,2, ,2,1,2,2,2,2,2,2,2, ,2,1,2,2,2,2,2,2,2, ,2,1,2,2,2,2,2,2,2, ,2,2,2,2,1,2,2,2,2, ,2,15,15,15,10,20,2,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2, ,1,1,1,1,1,1,19345,67,2,00, 
01,0517,11A161,15,40023,3,1,0,03,0,2,0,0,0,1,1,1,2,1,1,2,2,2,2,2,2,2, ,2,1,2,1,2,2,2,2,2, ,2,1,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,2,1,1,2,1,2, ,2,20,250,200,20,30,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2, ,1,1,1,1,1,1,38265,19,1,02,6
01,0517,11A161,15,40023,4,1,0,01,0,0,0,0,0,1,1,1,2,1,1,2,2,2,2,2,2,2, ,2,1,2,2,1,2,2,2,2, ,2,1,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,2,1,1,2,2,2, ,2,50,50,0,0,20,2,4,4,4,2,2,2,2,2,2,1,2,2,2,2,2,2, ,1,1,1,2,1,1,57149,62,1,02,1
01,0517,11A152,15,40110,1,1,0,01,0,0,0,0,6,1,1,1,1,1,2,1,2,2,2,1,2,2, ,2,2,1,2,1,2,1,2,2, ,2,2,2,2,2,2,1,2,2, ,2,2,2,2,2,2,1,2,2, ,2,1,1,2,2,2,2,2,2, ,2,100,200,50,0,40,4,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,4, ,1,1,2,2,1,1,16622,33,1,03,3
01,0517,11A152,15,40110,3,1,0,07,0,0,0,0,0,2,2,2,2,1,2,2,1,2,2,2,2,2, ,2,2,2,1,1,2,2,2,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,1,2,2,2, ,2,50,150,50,0,50,2,1,3,4,1,2,2,2,1,2,1,1,1,1,2,1,2, ,2,0,0,0,0,0,23239,23,2,04,3
01,0517,12A152,15,40112,4,1,0,02,0,0,0,2,20,1,1,1,1,1,2,2,1,2,2,2,2,2, ,2,2,2,2,2,2,1,1,2, ,2,2,2,2,2,2,2,2,2, ,1,2,1,2,2,2,2,1,2, ,2,2,2,2,2,1,2,1,2, ,2,200,500,0,50,100,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4, ,1,1,1,1,1,1,16499,26,2,07,4
01,0517,12A152,15,40112,3,1,0,02,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,2,2, ,1,0,0,0,200,0,4,4,4,2,4,1,1,1,1,1,1,2,2,2,2,2,1, ,1,1,1,1,1,1,14433,42,2,07,4
01,0517,12A152,15,40112,1,1,1,01,0,0,0,15,0,1,1,1,1,1,2,1,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,1,1,2,2,2,2,2, ,2,2,2,1,2,2,2,1,2, ,2,2,2,2,2,1,2,1,2, ,2,200,200,200,100,50,2,3,2,1,3,1,1,1,1,1,1,1,1,1,1,1,4, ,1,1,1,2,1,1,6056,56,2,08,2
01,0517,12A152,15,40112,2,1,0,01,3,0,0,0,0,1,1,1,1,1,2,2,1,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,1,2,1,2,1,2, ,2,2,2,2,2,1,2,1,2, ,2,300,0,0,50,50,2,3,4,2,3,1,1,1,1,1,1,1,1,1,1,1,4, ,1,1,1,1,1,1,16191,38,1,08,2
01,0517,11A155,15,40114,2,1,0,02,0,0,0,0,0,2,1,2,2,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,1,2,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,1,2,2,2, ,2,0,500,0,0,100,4,1,4,3,2,2,2,2,2,2,1,2,2,2,2,1,2, ,1,2,2,2,2,1,40134,23,1,03,3
01,0517,11A155,15,40114,3,1,0,01,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,0,0,0,0,0,4,4,4,4,4,2,2,2,2,2,1,2,2,2,2,2,2, ,1,2,2,2,2,2,13320,59,1,02,4
01,0517,11A155,15,40114,1,1,0,02,4,0,1,0,50,1,1,1,1,1,2,2,1,2,2,2,2,2, ,2,2,2,2,2,1,2,2,2, ,2,2,2,2,1,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,1,2,2,2,2,2, ,2,0,0,0,0,0,1,3,2,3,1,2,2,2,2,2,1,1,1,1,1,1,2, ,1,2,2,2,1,1,14871,33,2,03,3
01,0517,11A155,15,40114,4,1,1,01,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,1,2,2,2, ,2,0,0,0,0,0,4,4,4,3,3,2,2,2,2,2,1,2,2,2,2,2,3, ,1,2,2,2,1,1,5458,56,2,02,6
01,0517,11A155,15,40115,3,1,0,03,0,0,0,0,8,2,2,1,1,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,1,2,2,2,2,2, ,2,2,2,2,2,1,2,2,2, ,2,2,2,2,1,1,2,1,2, ,2,100,200,50,20,50,1,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,4, ,1,1,1,2,1,1,17369,28,1,04,3
01,0517,11A155,15,40115,2,1,0,05,2,0,0,2,2,1,1,1,2,1,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,2,1,1,2,1,2, ,2,250,200,150,150,50,1,2,3,2,2,1,1,1,2,2,1,1,1,1,2,1,4, ,1,1,1,1,1,1,30738,28,2,07,5
01,0517,11A155,15,40115,1,1,0,01,0,1,1,0,10,2,1,1,2,1,2,2,2,2,2,2,2,2, ,1,2,2,1,1,2,2,1,2, ,2,2,2,1,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,2,1,1,2,1,2, ,2,50,100,50,50,30,3,1,2,2,1,2,2,2,2,1,1,1,1,1,2,1,4, ,1,1,1,1,1,1,13826,23,1,04,1
01,0517,11A155,15,40118,2,1,0,02,0,0,0,0,5,1,1,1,2,1,2,2,1,2,2,2,2,2, ,2,2,2,1,1,2,2,2,2, ,2,2,2,1,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,2,1,1,2,1,2, ,2,100,100,50,50,50,2,3,3,2,2,1,1,1,2,2,1,1,1,1,2,1,4, ,1,1,1,1,1,1,20157,43,2,07,2
01,0517,11A155,15,40118,3,1,0,01,0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,2,2,2, ,1,2,2,2,1,2,2,2,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,1,1,2,2,2, ,2,0,50,0,0,30,4,3,4,4,3,2,2,2,2,2,1,2,2,2,2,2,2, ,1,1,1,2,1,1,16427,50,1,02,6
01,0517,11A155,15,40118,4,1,0,01,0,0,0,0,0,2,2,2,2,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,1,1,2,2,2, ,2,10,50,20,10,20,4,3,3,3,3,2,2,2,2,2,1,2,2,2,2,2,2, ,1,1,2,2,1,1,11275,61,2,02,6
01,0517,11A155,15,40118,1,1,0,03,0,1,0,0,4,1,1,1,2,1,2,2,1,2,2,2,2,2, ,2,2,2,1,1,2,2,1,2, ,2,2,2,1,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,2,1,1,2,1,2, ,2,20,200,20,20,40,3,1,3,3,1,1,1,1,2,2,1,1,1,1,1,1,2, ,1,1,1,2,1,1,23042,25,2,06,3
01,0517,12A155,15,40119,1,1,0,03,0,2,0,0,5,1,1,2,2,1,2,2,2,2,1,1,1,2, ,2,2,2,1,1,2,2,1,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,1,2,1,2, ,2,350,300,0,50,60,4,3,4,4,1,2,2,1,2,2,1,1,1,1,1,1,2, ,1,2,2,1,2,1,45443,22,2,04,2
01,0517,12A155,15,40119,4,1,0,01,0,0,0,0,0,2,2,2,1,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,1,2,2,2,2,2, ,2,2,2,2,2,1,2,2,2, ,2,50,50,0,0,30,4,2,4,3,3,1,1,1,2,2,1,2,1,1,2,2,2, ,1,2,2,2,2,1,15457,59,1,02,6
01,0517,12A152,15,40138,1,1,0,03,0,0,0,0,0,2,1,2,2,1,2,2,2,2,2,2,2,2, ,1,2,2,2,1,2,2,1,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,1,1,2,2,2, ,2,20,50,20,10,20,3,2,3,3,2,2,2,2,2,2,1,1,1,1,2,2,2, ,1,1,1,2,1,1,23832,39,2,03,2
01,0517,12A152,15,40138,4,1,0,03,0,0,0,0,5,2,1,2,2,1,2,2,2,2,2,2,2,2, ,1,2,2,2,1,2,2,1,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,1,1,2,1,2, ,2,20,100,20,0,50,3,2,4,3,1,1,1,1,2,2,1,1,1,1,1,2,2, ,1,1,1,2,1,1,28695,19,2,04,3
01,0517,12A152,15,40138,3,1,0,01,0,0,0,0,0,2,1,2,2,1,2,2,2,2,2,2,2,2, ,1,2,2,2,1,2,2,2,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,1,1,2,2,2, ,2,50,100,30,30,50,3,2,4,3,3,2,2,2,2,2,1,2,2,2,2,2,4, ,1,1,1,2,1,1,16268,56,1,02,6
01,0517,12A152,15,40138,2,1,0,01,0,0,0,0,1,2,1,2,2,1,2,2,2,2,2,2,2,2, ,1,2,2,2,1,2,2,1,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,1,2,2,1,2, ,2,30,100,20,20,30,4,2,4,2,2,2,2,2,2,2,1,1,1,1,1,2,2, ,1,1,1,2,1,1,20527,27,1,03,2
01,0517,12A155,15,40143,2,1,0,02,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,1,2,2,1,2, ,2,0,0,0,0,50,3,3,4,4,2,2,2,2,2,2,1,2,2,2,2,2,4, ,1,2,2,2,1,1,13896,67,2,06,3
01,0517,12A155,15,40143,4,1,0,01,0,1,0,1,0,1,1,1,1,1,2,1,2,2,1,2,2,2, ,2,1,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2, ,1,1,1,1,2,1,2,2,2, ,2,2,2,2,2,2,2,2,2, ,1,150,200,0,0,0,2,1,3,1,4,2,2,2,2,2,1,2,2,2,2,2,4, ,1,1,2,1,1,1,8061,73,1,07,5
01,0517,12A155,15,40143,3,1,0,02,0,0,0,0,5,1,1,1,1,1,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,1,2,1,2, ,2,200,150,0,50,100,3,3,4,2,1,2,2,2,2,2,1,1,1,1,1,1,2, ,1,1,1,1,1,1,17460,46,2,07,4
01,0517,12A155,15,40143,1,1,0,01,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2, ,1,1,1,1,1,1,40303,77,1,08,2
