upm,viv_sel,hogar,n_ren,pmvi_1,pmvi_2,pmvi_3,pm1_1,pm1_2,pm1_3,pm1_4,pm1_5_1,pm1_5_2,pm1_5_3,pm1_5_4,pm1_6_1,pm1_6_2,pm1_6_3,pm1_6_4,pm1_6_5,pm1_6_6,pm1_6_7,pm1_6_8,pm1_6_9,pm8_1_1,pm8_1_2,pm8_1_3,pm8_1_4,pm8_1_5,pm8_1_6,pm8_1_7,pm8_2,pm8_3,pm8_4_1,pm8_5_1_1,pm8_5_1_4,pm8_5_1_5,pm8_5_1_6,pm8_4_2,pm8_5_2_1,pm8_5_2_4,pm8_5_2_5,pm8_5_2_6,pm8_4_3,pm8_5_3_1,pm8_5_3_4,pm8_5_3_5,pm8_5_3_6,pm8_4_4,pm8_5_4_1,pm8_5_4_4,pm8_5_4_5,pm8_5_4_6,pm8_4_5,pm8_5_5_1,pm8_5_5_4,pm8_5_5_5,pm8_5_5_6,pm8_6_01,pm8_6_02,pm8_6_03,pm8_6_04,pm8_6_05,pm8_6_06,pm8_6_07,pm8_6_08,pm8_6_09,pm8_6_10,pm8_7_1,pm8_7_2,pm8_7_3,pm8_7_4,pm8_7_5,pm8_7_6,pm8_7_7,pm8_7_8,factor_per,upm_dis,est_dis,tloc,estrato,ent,sexo,edad
2701676,8,1,1,,,,1,2,5,1,1,2,1,2,0,0,0,0,1,0,0,0,0,2,1,2,1,,1,1,5,3,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,3,2,217,5150,352,3,2,27,1,44
2701676,8,1,2,,,,1,6,3,1,1,1,1,2,0,0,0,0,0,0,0,1,0,2,2,3,2,,3,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,217,5150,352,3,2,27,2,38
2701676,8,1,3,,,,2,5,3,1,1,1,1,2,0,0,0,0,0,0,0,1,0,2,3,3,2,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,217,5150,352,3,2,27,1,12
2701676,9,1,1,,,,2,2,5,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,2,2,2,,3,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,319,5150,352,3,2,27,2,42
2701676,9,1,3,,,,3,7,4,1,2,2,1,2,0,0,0,0,0,0,0,1,0,2,2,2,3,,2,1,5,1,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,319,5150,352,3,2,27,1,36
2701676,9,1,4,,,,2,2,6,1,1,2,1,2,0,0,0,0,0,0,0,1,0,2,3,2,3,2,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,3,319,5150,352,3,2,27,2,23
2701676,9,1,5,1,1,,2,2,4,2,2,1,1,1,0,0,0,0,0,0,0,1,0,2,2,2,2,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,335,5150,352,3,2,27,2,12
2701676,10,1,1,,,,1,4,1,1,2,9,2,2,0,0,0,0,1,0,0,0,0,1,1,2,1,,3,3,5,3,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,1,2,1,1,1,1,2,1,8,3,2,2,3,3,3,3,3,319,5150,352,3,2,27,2,76
2701676,10,1,2,,,,2,5,7,1,2,2,2,2,0,0,0,0,1,0,0,0,0,2,1,2,2,2,1,2,5,3,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,319,5150,352,3,2,27,1,35
2701676,10,1,3,,,,2,4,7,1,2,2,1,2,0,0,0,0,0,1,0,0,0,2,2,2,3,2,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,319,5150,352,3,2,27,1,33
2701676,10,1,4,,,,2,1,5,1,2,2,1,2,0,0,0,0,1,0,0,0,0,2,1,2,1,2,2,2,5,3,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,319,5150,352,3,2,27,2,32
2701676,10,1,5,,,,1,3,6,1,2,2,2,2,0,0,0,1,0,0,0,0,0,1,2,2,1,2,2,1,5,3,2,,,,,1,2,1,2,2,1,1,1,1,2,2,,,,,2,,,,,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,319,5150,352,3,2,27,2,24
2701676,10,1,6,,,,3,3,2,1,2,2,2,2,0,0,0,0,0,1,0,0,0,2,1,2,2,2,2,2,5,3,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,319,5150,352,3,2,27,1,30
2701676,11,1,1,,,,1,1,5,1,2,2,2,1,0,0,0,1,0,0,0,0,0,2,2,3,2,,3,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,3,319,5150,352,3,2,27,1,66
2701676,11,1,2,,,,1,6,5,1,1,2,1,1,0,0,0,1,0,0,0,0,0,1,2,3,2,,3,3,5,3,2,,,,,1,1,1,1,2,2,,,,,2,,,,,2,,,,,2,1,2,2,2,2,2,2,2,2,3,2,1,2,3,2,3,3,319,5150,352,3,2,27,2,63
2701676,12,1,1,,,,1,1,5,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,2,2,2,,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2350,5150,352,3,2,27,1,46
2701676,12,1,2,,,,1,2,2,1,2,2,1,1,0,0,0,0,0,0,0,1,0,2,3,2,2,,3,3,,,2,,,,,2,,,,,1,2,2,2,1,2,,,,,2,,,,,1,2,2,2,2,2,2,2,2,2,3,1,2,3,2,2,3,2,2350,5150,352,3,2,27,2,43
2701676,12,1,3,1,2,,1,5,2,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2466,5150,352,3,2,27,2,21
2701676,12,1,4,1,1,,1,2,6,1,1,2,1,2,0,0,0,0,0,0,0,0,1,2,2,2,2,2,3,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2466,5150,352,3,2,27,1,18
2701676,12,1,5,1,1,,3,2,6,1,1,2,1,2,0,0,0,0,0,0,0,0,1,2,2,2,2,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2466,5150,352,3,2,27,2,17
2701676,13,1,1,1,2,,3,1,2,1,2,2,1,1,0,0,0,0,1,0,0,0,0,2,1,2,3,2,2,2,5,3,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2466,5150,352,3,2,27,1,34
2701676,14,1,1,,,,4,2,7,1,1,2,1,2,0,0,0,0,0,0,0,0,1,2,1,2,2,2,2,3,5,2,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,217,5150,352,3,2,27,1,33
2701676,14,1,2,1,1,,2,3,4,1,2,2,1,2,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,227,5150,352,3,2,27,2,34
2701676,15,1,1,,,,3,2,4,1,2,2,1,2,0,0,0,0,0,0,0,1,0,2,3,2,1,,2,3,5,3,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2350,5150,352,3,2,27,1,48
2701676,16,1,1,,,,1,7,7,1,2,2,2,2,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,217,5150,352,3,2,27,1,35
2701676,16,1,2,,,,1,4,5,1,1,2,1,2,0,0,0,0,0,1,0,0,0,2,2,2,2,,3,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,217,5150,352,3,2,27,2,46
2701676,17,1,1,,,,3,5,7,1,1,1,1,1,0,1,0,0,0,0,0,0,0,2,2,2,2,,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,217,5150,352,3,2,27,2,36
2701676,18,1,1,,,,3,4,2,1,1,2,1,1,0,0,0,0,0,0,0,1,0,1,2,2,3,,2,3,5,6,2,,,,,1,1,1,,2,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,217,5150,352,3,2,27,1,61
2701676,18,1,2,,,,3,2,5,1,1,2,1,2,0,0,0,0,0,0,0,1,0,2,3,2,2,,3,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,3,217,5150,352,3,2,27,2,54
2701676,18,1,3,,,,3,2,5,1,1,2,2,2,0,0,0,1,0,0,0,0,0,1,1,2,1,2,3,1,5,3,2,,,,,1,1,2,,2,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,217,5150,352,3,2,27,1,28
2701676,18,1,4,,,,3,2,5,1,2,2,2,2,0,0,0,1,0,0,0,0,0,2,3,3,2,2,3,3,,,2,,,,,2,,,,,1,2,2,1,2,1,2,2,1,2,2,,,,,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,217,5150,352,3,2,27,2,26
2701676,18,1,5,,,,2,4,5,1,1,2,2,2,0,0,0,0,0,1,0,0,0,1,1,2,1,2,2,3,5,3,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,217,5150,352,3,2,27,1,30
2701676,19,1,1,,,,1,3,6,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,2,3,1,,3,3,5,3,1,1,1,1,2,2,,,,,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,2,3,3,319,5150,352,3,2,27,2,75
2701676,19,1,2,,,,3,6,6,1,2,2,2,2,0,0,0,1,0,0,0,0,0,2,2,3,3,,3,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,1,1,1,1,1,1,1,3,1,2,3,3,1,3,3,319,5150,352,3,2,27,1,50
2701676,20,1,1,,,,3,2,2,1,1,2,1,1,0,0,0,0,1,0,0,0,0,2,2,2,2,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,217,5150,352,3,2,27,1,43
2701676,20,1,2,,,,3,3,4,1,1,2,1,1,0,0,0,1,0,0,0,0,0,2,2,2,1,,2,1,5,3,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,217,5150,352,3,2,27,2,43
2701676,20,1,3,,,,4,7,4,1,2,1,1,2,0,1,1,0,1,0,0,0,0,1,1,2,1,2,2,3,5,3,2,,,,,2,,,,,2,,,,,2,,,,,1,2,2,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,217,5150,352,3,2,27,1,23
2701676,20,1,4,,,,3,7,4,2,2,1,1,2,0,0,0,0,1,0,0,0,0,1,1,1,1,2,2,3,5,3,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,217,5150,352,3,2,27,1,21
2701676,20,1,6,1,1,,3,4,2,1,2,2,2,2,0,0,0,1,0,0,0,0,0,2,2,2,2,2,,,,,2,,,,,2,,,,,1,2,2,2,1,2,,,,,2,,,,,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,227,5150,352,3,2,27,2,12
2701676,20,1,7,1,2,,3,5,4,1,1,2,2,2,0,0,0,1,0,0,0,0,0,2,2,2,2,2,,,,,2,,,,,2,,,,,1,2,2,,1,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,227,5150,352,3,2,27,1,15
2701676,20,1,8,,,,1,2,6,1,1,2,2,2,0,0,0,0,1,0,0,0,0,2,2,2,2,2,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,217,5150,352,3,2,27,2,21
2701709,4,1,1,1,1,,1,8,7,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,3,,3,2,5,3,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,99,5151,352,3,2,27,1,67
2701709,4,1,3,1,2,,2,1,7,1,1,2,1,1,0,1,0,0,0,0,0,0,0,3,2,2,3,2,2,2,,,2,,,,,1,2,2,,1,1,2,2,,2,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,99,5151,352,3,2,27,1,35
2701709,13,1,1,1,1,,3,3,4,2,2,2,1,2,0,0,0,1,1,0,0,0,0,2,2,2,1,,2,2,5,3,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,84,5151,352,3,2,27,1,41
2701709,16,1,1,1,2,,3,5,6,1,1,1,1,1,0,0,0,0,0,0,0,1,0,2,1,2,3,2,2,2,5,3,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,84,5151,352,3,2,27,1,25
2701709,17,1,1,1,2,,4,6,3,1,1,1,1,2,0,0,0,0,1,0,0,0,0,1,1,2,1,,1,1,5,1,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,1,2,1,3,2,2,2,2,607,5151,352,3,2,27,1,56
2701712,11,1,1,,,,2,5,4,1,1,2,2,2,0,0,0,0,0,0,0,1,0,2,2,2,2,,3,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2490,5152,352,3,2,27,2,37
2701712,19,1,1,1,2,,2,6,5,9,1,1,1,1,0,0,0,1,0,0,0,0,0,1,2,2,1,,2,1,5,3,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,304,5152,352,3,2,27,2,50
2701747,2,1,1,1,2,,3,6,7,1,2,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,,1,3,1,,1,1,1,,2,1,1,1,,2,1,1,1,,1,1,1,1,,1,2,,,,,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1456,5154,352,3,2,27,1,55
2701747,18,1,2,1,2,,3,5,7,1,1,1,1,2,0,0,0,0,1,0,0,0,0,2,2,2,2,2,2,2,,,2,,,,,1,2,2,2,2,2,,,,,2,,,,,2,,,,,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,248,5154,352,3,2,27,2,34
2701805,15,1,1,1,2,,1,3,4,1,1,1,1,2,0,0,0,0,0,0,0,1,0,2,3,3,3,,3,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,371,5155,351,3,1,27,2,52
2701860,3,1,1,1,2,,1,7,7,1,1,2,2,2,0,0,0,0,0,0,0,1,0,2,2,2,2,,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,2,283,5156,352,3,2,27,2,61
2701860,3,1,3,1,1,,2,5,7,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,283,5156,352,3,2,27,1,20
2701860,5,1,2,,,,2,5,1,1,2,2,1,2,0,0,0,0,0,0,0,1,0,1,2,2,1,2,2,2,5,4,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,270,5156,352,3,2,27,2,30
2701860,6,1,1,1,1,,2,8,6,1,1,2,1,2,0,0,0,0,1,0,0,0,0,1,3,2,2,,3,3,5,3,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,430,5156,352,3,2,27,1,67
2701877,4,1,1,1,1,,1,4,8,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,2,2,2,,2,2,5,1,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2632,5157,352,3,2,27,1,55
2701877,13,1,1,,,,2,3,7,2,1,2,2,2,0,0,0,0,0,0,0,1,0,2,2,2,3,,2,2,,,2,,,,,2,,,,,1,2,2,,1,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2507,5157,352,3,2,27,1,45
2701877,13,1,2,,,,3,4,7,1,2,1,1,1,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,3,,,2,,,,,1,2,2,2,1,1,2,2,2,1,1,2,2,1,1,2,,,,,2,2,2,1,1,1,1,1,1,2,3,1,2,2,2,2,1,2,2507,5157,352,3,2,27,2,30
2701877,19,1,1,1,2,,2,2,2,1,1,2,1,2,0,0,0,0,0,0,0,0,1,2,2,2,2,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,1,2,2,2,2,1,2,1,2,3,2,2,2,2,2,3,2,256,5157,352,3,2,27,1,69
2701988,4,1,1,,,,2,4,2,1,1,2,1,1,0,0,0,0,1,0,0,0,0,2,2,2,2,,1,3,5,1,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,68,5159,347,3,2,27,2,42
2701988,4,1,2,1,2,,2,5,5,1,2,2,1,2,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,72,5159,347,3,2,27,2,26
2701988,4,1,3,1,2,,2,1,7,1,2,1,1,2,0,0,0,0,0,0,0,1,0,2,2,2,2,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,72,5159,347,3,2,27,2,15
2701988,4,1,4,1,1,,2,7,1,1,1,2,2,1,0,0,0,0,0,0,0,1,0,2,3,2,3,2,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,72,5159,347,3,2,27,1,23
2702018,4,1,1,,,,2,5,6,1,2,2,1,2,0,0,0,0,0,0,0,1,0,2,3,2,2,,3,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,80,5164,347,3,2,27,1,81
2702018,4,1,2,,,,1,3,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,2,3,2,1,,3,3,5,1,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,3,2,80,5164,347,3,2,27,2,68
2702026,5,1,1,1,2,,1,4,2,1,2,2,1,2,0,0,0,0,1,0,0,0,0,1,2,2,2,2,2,1,5,3,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,82,5165,347,3,2,27,1,31
2702027,1,1,1,1,2,,3,6,4,2,1,2,1,1,0,0,0,0,0,0,0,1,0,2,2,2,3,,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,71,5166,347,3,2,27,1,64
2702027,2,1,5,1,1,,3,5,4,1,2,2,1,1,0,0,0,0,0,0,0,1,0,2,2,2,2,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,71,5166,347,3,2,27,1,12
2702108,3,1,1,1,2,,4,7,5,1,1,1,1,1,0,0,0,0,1,0,0,0,0,3,1,2,3,,3,3,5,3,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,142,5169,344,1,2,27,1,52
2702115,1,1,2,1,2,,3,7,4,9,1,1,1,1,0,0,0,0,1,0,0,0,0,2,1,2,2,,2,3,5,3,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,13,5171,344,1,2,27,2,38
2702115,1,1,4,,,,2,5,7,1,2,1,1,2,0,0,0,0,0,0,0,1,0,2,3,2,2,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,1,2,2,2,2,2,3,3,2,2,2,2,12,5171,344,1,2,27,1,17
2702115,2,1,1,1,1,,2,4,7,1,2,2,1,1,0,0,0,0,0,0,0,1,0,3,3,2,3,,3,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,22,5171,344,1,2,27,1,65
2702115,4,1,1,1,1,,1,4,2,1,1,1,1,1,0,0,0,0,0,0,0,1,0,2,3,2,3,2,3,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,133,5171,344,1,2,27,2,28
2702115,4,1,2,1,2,,3,6,2,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,2,1,1,2,3,5,3,2,,,,,2,,,,,1,1,1,,2,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,133,5171,344,1,2,27,1,31
2760010,1,1,1,1,2,,1,5,5,2,1,2,1,1,0,0,0,0,1,0,0,0,0,2,3,3,2,,3,2,,,1,2,2,1,1,1,2,2,1,2,1,2,1,1,2,2,,,,,2,,,,,1,2,2,1,1,2,2,2,1,2,3,1,2,2,2,2,1,2,2168,5173,348,4,1,27,2,50
2760010,4,1,1,1,2,,3,5,4,1,1,2,1,2,0,0,0,0,0,0,0,1,0,2,1,2,3,,1,1,1,,1,1,1,,2,1,2,2,,1,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,231,5173,348,4,1,27,1,50
2760010,5,1,1,,,,3,6,5,1,2,1,1,1,0,0,0,0,1,0,0,0,0,2,2,2,1,,2,2,5,1,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,220,5173,348,4,1,27,2,67
2760010,11,1,1,1,1,,2,3,1,1,2,2,1,2,0,0,0,0,0,0,0,1,0,1,3,2,3,,2,3,1,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,1,2,2,2,2,1,2,3,2,1,3,2,231,5173,348,4,1,27,1,59
2760081,10,1,3,1,2,,1,4,6,1,2,2,1,1,0,0,0,0,0,0,0,1,0,3,3,2,3,,3,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,3,2,1189,5174,349,4,2,27,1,64
2760162,6,1,1,1,1,,2,6,4,1,1,1,1,1,0,0,1,0,0,0,0,0,0,2,2,2,2,,3,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,823,5176,348,4,1,27,1,67
2760162,6,1,4,1,2,,4,7,5,1,1,1,1,2,0,0,0,0,0,0,0,1,0,2,3,2,3,,3,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,3,2,823,5176,348,4,1,27,2,42
2760162,10,1,2,1,1,,1,2,5,1,1,1,1,2,0,0,0,0,0,0,0,1,0,2,3,2,2,,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,1040,5176,348,4,1,27,2,53
2760162,13,1,1,1,2,,2,3,5,9,2,1,1,2,0,0,0,0,0,0,0,1,0,1,3,2,2,3,2,2,5,1,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,823,5176,348,4,1,27,1,31
2760255,1,1,1,1,1,,4,7,6,1,2,2,1,2,0,0,0,0,1,0,0,0,0,2,2,2,1,,3,2,5,4,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1125,5179,349,4,2,27,1,52
2760255,1,1,2,1,1,,3,6,7,1,2,2,1,2,0,0,0,0,0,0,0,1,0,2,2,2,3,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1125,5179,349,4,2,27,2,49
2760255,5,1,1,1,1,,2,2,5,1,2,1,1,1,0,0,0,0,0,0,0,1,0,1,2,2,1,3,2,2,5,3,2,,,,,1,2,2,1,1,1,2,2,1,1,2,,,,,2,,,,,1,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1125,5179,349,4,2,27,2,30
2760255,17,1,2,,,,1,3,5,1,1,2,1,1,0,0,0,1,0,0,0,0,0,2,2,2,1,3,3,2,5,4,2,,,,,2,,,,,1,2,2,2,1,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,825,5179,349,4,2,27,2,34
2760278,5,1,5,,,,2,2,1,1,2,1,1,2,0,0,0,0,0,0,0,1,0,2,2,2,1,2,2,2,5,1,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,366,5181,349,4,2,27,2,21
2760278,16,1,2,1,2,,3,2,2,2,2,2,1,1,0,0,0,0,0,0,0,1,0,2,2,2,2,,3,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,258,5181,349,4,2,27,2,40
