upm,viv_sel,hogar,n_ren,pmvi_1,pmvi_2,pmvi_3,pm1_1,pm1_2,pm1_3,pm1_4,pm1_5_1,pm1_5_2,pm1_5_3,pm1_5_4,pm1_6_1,pm1_6_2,pm1_6_3,pm1_6_4,pm1_6_5,pm1_6_6,pm1_6_7,pm1_6_8,pm1_6_9,pm8_1_1,pm8_1_2,pm8_1_3,pm8_1_4,pm8_1_5,pm8_1_6,pm8_1_7,pm8_2,pm8_3,pm8_4_1,pm8_5_1_1,pm8_5_1_4,pm8_5_1_5,pm8_5_1_6,pm8_4_2,pm8_5_2_1,pm8_5_2_4,pm8_5_2_5,pm8_5_2_6,pm8_4_3,pm8_5_3_1,pm8_5_3_4,pm8_5_3_5,pm8_5_3_6,pm8_4_4,pm8_5_4_1,pm8_5_4_4,pm8_5_4_5,pm8_5_4_6,pm8_4_5,pm8_5_5_1,pm8_5_5_4,pm8_5_5_5,pm8_5_5_6,pm8_6_01,pm8_6_02,pm8_6_03,pm8_6_04,pm8_6_05,pm8_6_06,pm8_6_07,pm8_6_08,pm8_6_09,pm8_6_10,pm8_7_1,pm8_7_2,pm8_7_3,pm8_7_4,pm8_7_5,pm8_7_6,pm8_7_7,pm8_7_8,factor_per,upm_dis,est_dis,tloc,estrato,ent,sexo,edad
761750,13,1,1,1,2,,1,1,7,1,1,1,1,1,0,0,0,0,1,0,0,0,0,2,2,2,2,,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,1,1,2,2,2,3,2,3835,1182,84,4,1,7,2,78
761750,16,1,1,1,2,,3,4,4,1,2,2,1,1,0,0,0,0,0,0,0,1,0,1,1,2,1,2,2,1,5,3,1,2,1,,2,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1531,1182,84,4,1,7,1,27
761750,16,1,2,1,2,,1,2,5,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,2,2,2,2,2,2,5,3,2,,,,,2,,,,,1,1,2,2,2,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,1531,1182,84,4,1,7,2,23
761750,18,1,1,,,,1,2,2,1,2,2,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,,2,3,5,1,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,3694,1182,84,4,1,7,1,59
761750,19,1,1,1,1,,2,4,3,1,1,2,2,2,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1531,1182,84,4,1,7,1,27
761750,19,1,2,1,1,,2,4,4,1,2,2,1,2,0,0,0,0,0,0,0,1,0,2,2,2,2,2,3,2,,,2,,,,,1,2,2,2,2,1,2,2,2,2,2,,,,,2,,,,,2,2,2,2,2,2,1,2,2,2,3,2,2,2,2,1,3,2,1531,1182,84,4,1,7,2,24
761750,20,1,1,1,2,,1,2,3,1,1,2,1,1,0,0,0,0,1,0,0,0,0,2,2,2,1,,2,2,5,1,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2953,1182,84,4,1,7,1,38
761750,20,1,2,,,,1,4,5,1,1,2,2,1,0,0,0,0,0,0,0,1,0,1,2,2,2,,3,2,5,1,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,1,2,2,2,3,2,2,1,2,2,3,2,2844,1182,84,4,1,7,2,36
761750,20,1,3,1,1,,2,3,7,1,2,2,1,2,0,0,0,0,0,0,0,1,0,2,2,2,2,2,3,3,,,2,,,,,2,,,,,1,1,1,1,2,2,,,,,2,,,,,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2953,1182,84,4,1,7,2,18
761750,21,1,1,,,,3,2,7,1,1,2,1,1,0,0,0,0,0,0,0,1,0,2,3,2,2,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1475,1182,84,4,1,7,1,45
761750,21,1,2,1,1,,3,5,6,1,1,2,1,1,0,0,0,0,0,0,0,1,0,2,2,2,2,2,3,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,1531,1182,84,4,1,7,2,29
761750,21,1,5,,,,2,1,7,1,1,1,1,1,0,0,0,0,0,0,0,1,0,2,2,2,2,,3,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,1475,1182,84,4,1,7,2,85
762170,1,1,1,1,2,,1,4,7,1,2,2,1,2,0,0,0,0,0,0,0,1,0,2,2,2,2,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2376,1183,84,4,1,7,1,48
762170,1,1,2,,,,1,4,5,1,2,1,1,2,0,0,0,0,0,0,0,1,0,2,2,2,2,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2288,1183,84,4,1,7,2,41
762170,2,1,1,1,2,,3,4,6,1,2,2,1,2,0,0,0,0,0,0,0,1,0,2,2,2,2,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2376,1183,84,4,1,7,1,41
762170,2,1,2,,,,1,2,7,1,1,2,1,2,0,0,0,0,0,0,0,1,0,2,2,2,2,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2288,1183,84,4,1,7,2,37
762170,2,1,3,1,2,,2,2,5,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,2,2,2,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2376,1183,84,4,1,7,2,16
762170,2,1,4,,,,1,2,2,1,2,2,1,1,0,0,0,0,0,0,0,1,0,2,2,2,2,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2288,1183,84,4,1,7,2,12
762170,3,1,1,,,,4,2,2,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,2,2,2,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2292,1183,84,4,1,7,1,38
762170,3,1,2,,,,2,6,5,1,1,2,2,2,0,0,0,0,0,0,0,1,0,2,2,2,2,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2292,1183,84,4,1,7,2,38
762170,4,1,1,,,,3,6,2,1,2,2,2,2,0,0,0,0,0,0,0,1,0,1,3,2,3,2,2,2,1,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,3,2,2292,1183,84,4,1,7,1,27
762170,4,1,2,,,,3,3,2,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,1,1,2,2,2,2,2,2292,1183,84,4,1,7,2,22
762170,4,1,3,,,,3,4,2,1,2,2,2,1,0,0,0,0,0,0,0,1,0,1,3,2,2,,2,3,1,,1,2,2,2,1,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,2292,1183,84,4,1,7,2,71
762170,4,1,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2292,1183,84,4,1,7,1,48
762170,5,1,1,,,,3,3,5,1,1,1,1,1,0,0,0,0,0,0,0,1,0,2,1,2,2,2,2,2,1,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2288,1183,84,4,1,7,1,32
762170,5,1,2,,,,3,2,6,1,2,2,2,1,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2288,1183,84,4,1,7,2,29
762170,6,1,1,,,,2,1,6,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,2,2,2,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2288,1183,84,4,1,7,1,44
762170,6,1,2,,,,3,1,5,1,2,2,1,1,0,0,0,0,0,0,0,1,0,2,2,2,2,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2288,1183,84,4,1,7,2,38
762170,6,1,3,,,,3,5,1,2,2,2,2,2,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2288,1183,84,4,1,7,2,23
762170,7,1,1,,,,3,4,7,1,1,2,1,1,0,0,1,1,0,0,0,0,0,2,3,2,2,2,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,1,2,2,1,2,2,2,2,2,2,2,2,3,2,2,3,2,2292,1183,84,4,1,7,1,25
762170,7,1,2,,,,3,3,7,1,2,2,1,1,0,0,0,0,0,0,0,1,0,2,2,2,2,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2292,1183,84,4,1,7,2,17
762170,8,1,1,,,,2,4,7,1,2,2,1,1,0,0,0,0,0,0,0,1,0,3,2,2,2,,3,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,4171,1183,84,4,1,7,1,75
762170,8,1,2,,,,2,2,7,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,2,2,2,,3,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4171,1183,84,4,1,7,2,65
762170,9,1,1,,,,3,2,7,1,2,2,1,1,0,0,0,1,0,0,0,0,0,2,2,2,3,2,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2292,1183,84,4,1,7,1,35
762170,9,1,2,,,,2,4,7,1,2,2,1,1,0,0,0,0,0,0,0,1,0,1,2,2,2,2,3,3,5,1,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2292,1183,84,4,1,7,2,28
762170,10,1,1,,,,2,4,7,1,1,1,1,1,0,0,0,0,0,0,0,1,0,2,2,2,2,,3,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2292,1183,84,4,1,7,1,55
762170,10,1,2,,,,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0,1,0,1,1,1,2,2,2,2,1,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2292,1183,84,4,1,7,1,30
762170,11,1,1,,,,2,6,1,1,2,1,1,1,0,0,0,0,0,1,0,0,0,2,2,2,3,,3,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2292,1183,84,4,1,7,1,36
762170,11,1,2,,,,3,2,7,1,2,2,1,1,0,0,0,0,0,0,0,1,0,2,2,2,1,2,1,2,1,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2292,1183,84,4,1,7,2,29
762170,12,1,1,,,,3,1,7,1,2,2,1,1,0,0,0,0,0,0,0,1,0,1,2,2,2,,3,3,5,1,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2292,1183,84,4,1,7,1,51
762170,12,1,2,,,,3,1,1,1,1,1,2,1,0,0,0,0,0,0,0,1,0,1,2,2,2,,3,3,5,2,2,,,,,2,,,,,1,2,2,1,2,1,2,2,1,2,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2292,1183,84,4,1,7,2,50
762170,12,1,3,,,,1,2,7,2,2,2,2,1,0,0,0,0,0,0,0,1,0,2,2,2,2,2,,,,,2,,,,,1,2,2,1,2,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2292,1183,84,4,1,7,2,16
762170,12,1,4,,,,3,7,7,1,2,2,1,1,0,0,0,0,0,0,0,1,0,1,3,2,2,1,,,5,1,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,2292,1183,84,4,1,7,1,13
762170,13,1,1,,,,3,2,6,1,2,2,2,2,0,0,0,1,0,0,0,0,0,2,2,2,2,,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2292,1183,84,4,1,7,1,40
762170,13,1,2,1,2,,2,4,7,1,2,2,1,2,0,0,0,0,0,0,0,1,0,2,2,2,2,2,3,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2380,1183,84,4,1,7,2,32
762170,14,1,1,,,,3,2,8,1,1,2,1,1,0,0,0,1,0,0,0,0,0,1,2,2,2,,2,2,5,1,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2292,1183,84,4,1,7,1,47
762170,14,1,2,,,,3,4,7,1,2,2,1,1,0,0,0,0,0,1,0,0,0,1,2,2,2,,3,3,5,1,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2292,1183,84,4,1,7,2,36
762170,14,1,3,,,,2,1,1,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2292,1183,84,4,1,7,1,20
762170,14,1,4,,,,2,1,3,1,1,2,1,1,0,0,0,0,0,0,0,1,0,2,2,2,2,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2292,1183,84,4,1,7,1,15
762170,15,1,1,,,,2,1,7,1,1,2,1,1,0,0,0,1,0,0,0,0,0,1,2,2,2,,2,2,5,1,1,1,2,,2,1,1,2,,2,2,,,,,2,,,,,2,,,,,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,3,2,4171,1183,84,4,1,7,1,45
762170,15,1,2,,,,1,6,7,1,1,2,2,1,0,0,0,0,0,0,0,1,0,2,2,2,2,,3,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,4171,1183,84,4,1,7,2,43
762170,15,1,3,,,,4,4,1,2,1,1,2,1,0,0,0,0,0,0,0,1,0,2,2,2,2,,2,2,,,1,2,1,2,2,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,1,2,1,1,1,1,2,3,2,1,2,2,1,3,2,4171,1183,84,4,1,7,2,65
762170,15,1,4,,,,1,1,2,1,1,2,1,1,0,0,0,1,0,0,0,0,0,1,2,1,2,2,2,2,5,1,2,,,,,2,,,,,1,1,2,,1,1,1,2,,2,2,,,,,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,2,2,2,4171,1183,84,4,1,7,1,18
762170,15,1,5,,,,1,3,6,2,2,2,2,1,0,0,0,0,0,0,0,1,0,2,2,2,2,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4171,1183,84,4,1,7,2,17
762170,15,1,6,,,,1,1,1,1,1,2,2,1,0,0,0,0,0,0,0,1,0,1,2,2,2,2,,,5,1,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4171,1183,84,4,1,7,1,15
762170,15,1,7,,,,3,4,2,2,2,2,1,1,0,0,0,0,0,0,0,1,0,2,2,2,2,2,3,2,,,2,,,,,2,,,,,1,2,1,2,2,1,2,2,2,1,2,,,,,2,2,2,2,2,2,2,1,2,2,3,2,1,2,2,2,3,2,4171,1183,84,4,1,7,2,18
762170,16,1,1,,,,3,4,1,1,1,2,1,2,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2292,1183,84,4,1,7,1,20
762170,16,1,2,,,,1,2,4,1,1,2,1,2,0,0,0,0,0,0,0,1,0,2,2,2,2,2,,,,,2,,,,,2,,,,,1,2,2,1,2,2,,,,,2,,,,,2,2,2,2,2,2,2,1,1,2,3,2,2,2,2,1,3,2,2292,1183,84,4,1,7,2,17
762170,17,1,1,,,,3,1,6,1,2,1,2,1,0,0,0,0,0,0,0,1,0,1,2,2,2,2,2,2,5,2,1,1,2,,2,1,1,2,,2,1,1,2,,2,2,,,,,2,,,,,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2292,1183,84,4,1,7,1,23
762170,17,1,2,,,,3,2,1,1,2,2,1,1,0,0,0,0,0,0,0,1,0,2,2,2,2,2,3,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2292,1183,84,4,1,7,2,18
762170,18,1,1,,,,3,3,2,1,1,2,1,1,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2288,1183,84,4,1,7,1,33
762170,18,1,2,1,2,,1,2,6,1,2,2,1,2,0,0,0,0,0,0,0,1,0,2,2,2,2,2,3,2,,,2,,,,,2,,,,,1,1,2,1,1,2,,,,,2,,,,,2,2,1,1,1,2,2,2,2,2,3,2,2,2,2,2,3,2,2376,1183,84,4,1,7,2,32
762170,18,1,3,1,1,,2,2,1,1,1,1,2,1,0,0,0,0,0,0,0,1,0,2,2,2,2,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2376,1183,84,4,1,7,2,13
762170,19,1,1,,,,4,2,2,1,1,2,1,2,0,0,0,1,0,0,0,0,0,2,2,2,1,,3,2,5,1,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4171,1183,84,4,1,7,1,77
762170,19,1,2,,,,2,2,7,1,2,1,2,2,0,0,0,0,0,0,0,1,0,2,2,2,2,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4171,1183,84,4,1,7,2,57
762170,20,1,1,,,,3,2,5,1,2,2,1,1,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2292,1183,84,4,1,7,1,30
762170,20,1,2,,,,2,4,7,1,2,2,1,1,0,0,0,0,0,0,0,1,0,2,2,2,2,2,3,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2292,1183,84,4,1,7,2,25
762170,21,1,1,,,,3,2,7,1,2,2,1,1,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2292,1183,84,4,1,7,1,21
762170,21,1,2,,,,9,1,1,2,2,2,1,1,0,0,0,0,0,0,0,1,0,2,2,2,3,2,3,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,2292,1183,84,4,1,7,2,20
762170,22,1,1,,,,2,4,7,1,2,2,2,1,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2288,1183,84,4,1,7,2,29
762170,22,1,3,,,,3,7,1,2,2,2,2,2,0,0,0,0,0,0,0,1,0,1,2,2,2,2,,,5,3,2,,,,,1,2,2,2,1,1,2,2,1,2,1,2,1,1,2,2,,,,,1,1,2,1,1,2,2,1,1,2,1,1,2,2,2,2,3,2,2288,1183,84,4,1,7,2,12
762170,22,1,4,,,,3,4,7,1,1,2,1,1,0,0,0,0,0,0,0,1,0,2,2,2,2,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2288,1183,84,4,1,7,2,13
762437,7,1,1,,,,1,5,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,2,2,2,2,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1458,1184,84,4,1,7,1,72
762437,7,1,2,,,,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1458,1184,84,4,1,7,2,35
762437,7,1,3,,,,4,6,6,1,1,2,1,2,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1458,1184,84,4,1,7,2,29
762437,7,1,4,,,,3,1,5,1,1,2,2,2,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,2,,,2,,,,,1,2,2,1,2,1,2,2,1,2,2,,,,,2,,,,,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1458,1184,84,4,1,7,2,31
762437,7,1,5,,,,2,4,7,1,1,2,1,2,0,0,0,0,1,0,0,0,0,2,2,2,2,2,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1458,1184,84,4,1,7,1,28
762437,7,1,6,,,,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1458,1184,84,4,1,7,2,27
762437,8,1,1,,,,4,6,2,1,2,2,1,2,0,0,0,0,0,0,0,1,0,1,2,2,1,2,2,2,5,3,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1458,1184,84,4,1,7,1,35
762437,8,1,2,,,,3,1,1,1,2,2,1,2,0,0,0,1,1,0,0,0,0,2,2,2,2,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1458,1184,84,4,1,7,2,47
762437,9,1,1,,,,1,1,2,1,1,2,1,2,0,0,0,0,0,0,0,1,0,2,2,2,2,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1458,1184,84,4,1,7,1,72
762437,9,1,2,,,,3,1,2,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,2,2,2,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1458,1184,84,4,1,7,2,67
762437,9,1,3,,,,1,5,2,1,2,2,1,2,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1458,1184,84,4,1,7,2,35
762437,9,1,4,,,,3,1,2,1,1,2,2,1,0,0,0,0,0,0,0,1,0,2,2,2,2,2,,,,,2,,,,,2,,,,,2,,,,,1,2,2,2,1,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1458,1184,84,4,1,7,2,12
762437,10,1,1,,,,3,5,7,1,2,2,1,2,0,0,0,0,0,0,0,1,0,2,2,2,2,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3154,1184,84,4,1,7,1,64
762437,10,1,2,,,,3,5,1,1,1,2,1,2,0,0,0,0,0,0,0,1,0,1,2,1,1,,2,2,1,,2,,,,,1,1,2,2,2,2,,,,,2,,,,,2,,,,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3154,1184,84,4,1,7,2,42
762437,11,1,1,,,,1,1,6,1,1,2,1,2,0,0,0,0,0,1,0,0,0,2,2,2,2,2,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1458,1184,84,4,1,7,1,27
762437,11,1,2,,,,1,6,6,1,2,2,1,1,0,0,0,1,0,1,0,0,0,2,2,2,2,3,3,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,1458,1184,84,4,1,7,2,21
762437,12,1,1,,,,1,1,6,1,2,2,1,2,0,0,0,1,0,0,0,0,0,1,2,2,2,,2,2,2,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1458,1184,84,4,1,7,1,48
762437,12,1,2,,,,1,6,5,1,1,2,1,2,0,0,0,0,0,1,0,0,0,2,3,2,2,,3,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,1458,1184,84,4,1,7,2,45
